Rk,Player,Team,Pos,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fum Lost,Fantasy Points
35,Christian Ponder,MIN,QB,245,2,0,7,0,0,0,0,1,16.5
36,Roddy White,ATL,WR,0,0,0,0,0,8,102,1,0,16.2
37,Brent Celek,PHI,TE,0,0,0,0,0,8,157,0,0,15.7
38,Kevin Kolb,ARI,QB,140,1,0,17,1,0,0,0,1,15.3
39,Ray Rice,BAL,RB,0,0,0,99,0,6,53,0,0,15.2
40,Tom Brady,NE,QB,316,1,1,-1,0,0,0,0,0,14.54
41,Pierre Thomas,NO,RB,0,0,0,110,0,4,33,0,0,14.3
42,Demaryius Thomas,DEN,WR,0,0,0,0,0,8,78,1,0,13.8
43,Josh Freeman,TB,QB,243,2,2,0,0,0,0,0,0,13.72
44,Mike Goodson,OAK,RB,0,0,0,-6,0,3,83,1,0,13.7
45,Rob Gronkowski,NE,TE,0,0,0,0,0,6,75,1,0,13.5
46,Mike Wallace,PIT,WR,0,0,0,0,0,5,74,1,0,13.4
47,Martellus Bennett,NYG,TE,0,0,0,0,0,5,72,1,0,13.2
48,Reggie Wayne,IND,WR,0,0,0,0,0,6,71,1,0,13.1
49,Brandon Tate,CIN,WR,0,0,0,0,0,3,71,1,0,13.1
50,Jimmy Graham,NO,TE,0,0,0,0,0,7,71,1,0,13.1
51,Tony Gonzalez,ATL,TE,0,0,0,0,0,7,70,1,0,13
52,DeAngelo Williams,CAR,RB,0,0,0,69,1,0,0,0,0,12.9
53,LeSean McCoy,PHI,RB,0,0,0,81,1,2,8,0,1,12.9
54,Russell Wilson,SEA,QB,151,1,0,28,0,0,0,0,0,12.84
55,Jonathan Stewart,CAR,RB,0,0,0,51,0,1,17,1,0,12.8
56,Darren Sproles,NO,RB,0,0,0,0,0,13,128,0,0,12.8
57,Leonard Hankerson,WAS,WR,0,0,0,0,0,2,68,1,0,12.8
58,Maurice Jones-Drew,JAX,RB,0,0,0,60,0,3,7,1,0,12.7
59,Doug Martin,TB,RB,0,0,0,66,1,0,0,0,0,12.6
60,Lamar Miller,MIA,RB,0,0,0,65,1,0,0,0,0,12.5
61,Miles Austin,DAL,WR,0,0,0,0,0,5,63,1,0,12.3
62,Matthew Stafford,DET,QB,230,1,1,10,0,0,0,0,0,12.2
63,Tony Romo,DAL,QB,251,1,1,-1,0,0,0,0,0,11.94
64,Mike Williams,TB,WR,0,0,0,0,0,3,59,1,0,11.9
65,Donnie Avery,IND,WR,0,0,0,7,0,9,111,0,0,11.8
66,AJ Green,CIN,WR,0,0,0,0,0,7,58,1,0,11.8
67,Percy Harvin,MIN,WR,0,0,0,13,0,12,104,0,0,11.7
68,Greg Little,CLE,WR,0,0,0,0,0,5,57,1,0,11.7
69,Cedric Benson,GB,RB,0,0,0,81,0,4,35,0,0,11.6
70,Steve Johnson,BUF,WR,0,0,0,0,0,2,56,1,0,11.6
71,Andrew Hawkins,CIN,WR,0,0,0,0,0,2,56,1,0,11.6
72,Brandon LaFell,CAR,WR,0,0,0,25,0,6,90,0,0,11.5
73,DeSean Jackson,PHI,WR,0,0,0,0,0,7,114,0,0,11.4
74,Brandon Gibson,STL,WR,0,0,0,0,0,2,53,1,0,11.3
75,Scott Chandler,BUF,TE,0,0,0,0,0,2,53,1,0,11.3
76,Mark Ingram,NO,RB,0,0,0,53,1,0,0,0,0,11.3
77,Brian Hartline,MIA,WR,0,0,0,0,0,9,111,0,0,11.1
78,Jake Locker,TEN,QB,174,1,1,21,0,0,0,0,0,11.06
79,Malcom Floyd,SD,WR,0,0,0,0,0,6,109,0,0,10.9
80,BenJarvus Green-Ellis,CIN,RB,0,0,0,75,0,3,30,0,0,10.5
81,Steve Smith,CAR,WR,0,0,0,0,0,3,104,0,0,10.4
82,Michael Turner,ATL,RB,0,0,0,42,1,1,0,0,0,10.2
83,Daryl Richardson,STL,RB,0,0,0,83,0,2,19,0,1,10.2
84,Aaron Rodgers,GB,QB,219,1,1,-6,0,0,0,0,0,10.16
85,Anthony McCoy,SEA,TE,0,0,0,0,0,5,41,1,0,10.1
86,Isaac Redman,PIT,RB,0,0,0,25,1,1,14,0,0,9.9
87,Mark Sanchez,NYJ,QB,138,1,0,0,0,0,0,0,0,9.52
88,Wes Welker,NE,WR,0,0,0,0,0,5,95,0,0,9.5
89,Stevan Ridley,NE,RB,0,0,0,71,0,3,24,0,0,9.5
90,Kyle Rudolph,MIN,TE,0,0,0,0,0,3,35,1,0,9.5
91,Calvin Johnson,DET,WR,0,0,0,0,0,8,94,0,0,9.4
92,Joe Flacco,BAL,QB,232,1,1,0,0,0,0,0,1,9.28
93,Mohamed Massaquoi,CLE,WR,0,0,0,0,0,5,90,0,0,9
94,Alfred Morris,WAS,RB,0,0,0,89,0,0,0,0,0,8.9
95,Antonio Brown,PIT,WR,0,0,0,9,0,7,79,0,0,8.8
96,Santonio Holmes,NYJ,WR,0,0,0,0,0,3,28,1,0,8.8
97,Tom Crabtree,GB,TE,0,0,0,0,0,1,27,1,0,8.7
98,Mike Tolbert,CAR,FB,0,0,0,3,1,2,23,0,0,8.6
99,Donald Driver,GB,WR,0,0,0,0,0,1,26,1,0,8.6
100,Brandon Myers,OAK,TE,0,0,0,0,0,6,86,0,0,8.6
101,Jordy Nelson,GB,WR,0,0,0,0,0,6,84,0,0,8.4
102,Kendall Wright,TEN,WR,0,0,0,0,0,2,24,1,0,8.4
103,Jeremy Maclin,PHI,WR,0,0,0,0,0,1,23,1,0,8.3
104,Jacoby Jones,BAL,WR,0,0,0,0,0,1,21,1,0,8.1
105,Kellen Davis,CHI,TE,0,0,0,0,0,1,21,1,0,8.1
106,Matt Forte,CHI,RB,0,0,0,31,0,4,49,0,0,8
107,Adrian Peterson,MIN,RB,0,0,0,60,0,3,20,0,0,8
108,Anthony Fasano,MIA,TE,0,0,0,0,0,2,19,1,0,7.9
109,Heath Miller,PIT,TE,0,0,0,0,0,3,19,1,0,7.9
110,Shaun Draughn,KC,RB,0,0,0,56,0,1,23,0,0,7.9
111,Brandon Pettigrew,DET,TE,0,0,0,0,0,3,18,1,0,7.8
112,Peyton Manning,DEN,QB,241,1,3,-1,0,0,0,0,0,7.54
113,Matt Schaub,HOU,QB,195,0,0,-3,0,0,0,0,0,7.5
114,DeMarco Murray,DAL,RB,0,0,0,44,0,4,31,0,0,7.5
115,Matthew Mulligan,STL,TE,0,0,0,0,0,2,14,1,0,7.4
116,Joique Bell,DET,RB,0,0,0,14,0,2,59,0,0,7.3
117,Vonta Leach,BAL,FB,0,0,0,5,1,1,6,0,0,7.1
118,Peyton Hillis,KC,RB,0,0,0,66,0,2,25,0,1,7.1
119,Kevin Smith,DET,RB,0,0,0,53,0,2,17,0,0,7
120,Chris Wells,ARI,RB,0,0,0,44,0,1,24,0,0,6.8
121,Michael Crabtree,SF,WR,0,0,0,0,0,6,67,0,0,6.7
122,Denarius Moore,OAK,WR,0,0,0,0,0,3,67,0,0,6.7
123,Stephen Burton,MIN,WR,0,0,0,0,0,1,7,1,0,6.7
124,Blaine Gabbert,JAX,QB,53,1,0,5,0,0,0,0,0,6.62
125,Curtis Brinkley,SD,RB,0,0,0,43,0,4,23,0,0,6.6
126,Armon Binns,CIN,WR,0,0,0,0,0,5,66,0,0,6.6
127,Dennis Pitta,BAL,TE,0,0,0,0,0,8,65,0,0,6.5
128,Dwayne Allen,IND,TE,0,0,0,0,0,1,3,1,0,6.3
129,Todd Heap,ARI,TE,0,0,0,0,0,5,62,0,0,6.2
130,Andre Roberts,ARI,WR,0,0,0,0,0,1,2,1,0,6.2
131,Jonathan Baldwin,KC,WR,0,0,0,0,0,3,62,0,0,6.2
132,Brandon Lloyd,NE,WR,0,0,0,0,0,8,60,0,0,6
133,Jason Witten,DAL,TE,0,0,0,0,0,4,58,0,0,5.8
134,Steven Jackson,STL,RB,0,0,0,58,0,0,0,0,0,5.8
135,Mario Manningham,SF,WR,0,0,0,29,0,3,28,0,0,5.7
136,Michael Bush,CHI,RB,0,0,0,54,0,0,0,0,0,5.4
137,Chris Ogbonnaya,CLE,RB,0,0,0,0,0,6,73,0,1,5.3
138,Eric Decker,DEN,WR,0,0,0,0,0,4,53,0,0,5.3
139,Torrey Smith,BAL,WR,0,0,0,0,0,2,51,0,0,5.1
140,Josh Morgan,WAS,WR,0,0,0,0,0,5,50,0,0,5
141,Julian Edelman,NE,WR,0,0,0,0,0,5,50,0,0,5
142,Marques Colston,NO,WR,0,0,0,0,0,3,49,0,0,4.9
143,Laurent Robinson,JAX,WR,0,0,0,0,0,3,49,0,0,4.9
144,Randall Cobb,GB,WR,0,0,0,28,0,1,20,0,0,4.8
145,Owen Daniels,HOU,TE,0,0,0,0,0,6,47,0,0,4.7
146,Jeremy Kerley,NYJ,WR,0,0,0,0,0,2,67,0,1,4.7
147,Craig Stevens,TEN,TE,0,0,0,0,0,1,46,0,0,4.6
148,Donald Brown,IND,RB,0,0,0,45,0,0,0,0,0,4.5
149,Damian Williams,TEN,WR,0,0,0,0,0,4,45,0,0,4.5
150,Davone Bess,MIA,WR,0,0,0,0,0,3,43,0,0,4.3
151,Michael Jenkins,MIN,WR,0,0,0,0,0,5,43,0,0,4.3
152,Darren McFadden,OAK,RB,0,0,0,22,0,2,19,0,0,4.1
153,Darrius Heyward-Bey,OAK,WR,0,0,0,0,0,4,41,0,0,4.1
154,Jonathan Dwyer,PIT,RB,0,0,0,28,0,1,12,0,0,4
155,Aldrick Robinson,WAS,WR,0,0,0,0,0,2,40,0,0,4
156,Steve Smith,STL,WR,0,0,0,0,0,3,39,0,0,3.9
157,Robert Turbin,SEA,RB,0,0,0,15,0,2,24,0,0,3.9
158,Golden Tate,SEA,WR,0,0,0,0,0,3,38,0,0,3.8
159,Tashard Choice,BUF,RB,0,0,0,37,0,0,0,0,0,3.7
160,Jermaine Gresham,CIN,TE,0,0,0,0,0,4,37,0,0,3.7
161,Justin Forsett,HOU,RB,0,0,0,35,0,0,0,0,0,3.5
162,Kevin Walter,HOU,WR,0,0,0,0,0,3,34,0,0,3.4
163,Ronnie Brown,SD,RB,0,0,0,8,0,4,26,0,0,3.4
164,Dallas Clark,TB,TE,0,0,0,0,0,4,33,0,0,3.3
165,Sidney Rice,SEA,WR,0,0,0,0,0,3,33,0,0,3.3
166,Jason Avant,PHI,WR,0,0,0,0,0,2,33,0,0,3.3
167,Emmanuel Sanders,PIT,WR,0,0,0,0,0,3,33,0,0,3.3
168,Bilal Powell,NYJ,RB,0,0,0,33,0,0,0,0,0,3.3
169,Dexter McCluster,KC,WR,0,0,0,0,0,4,32,0,0,3.2
170,Toby Gerhart,MIN,RB,0,0,0,15,0,2,17,0,0,3.2
171,Kevin Ogletree,DAL,WR,0,0,0,5,0,1,26,0,0,3.1
172,David Ausberry,OAK,TE,0,0,0,0,0,1,31,0,0,3.1
173,Ladarius Green,SD,TE,0,0,0,0,0,1,31,0,0,3.1
174,Lance Moore,NO,WR,0,0,0,0,0,2,30,0,0,3
175,Alex Smith,CLE,TE,0,0,0,0,0,3,30,0,0,3
176,Danny Woodhead,NE,RB,0,0,0,18,0,1,12,0,0,3
177,Kevin Boss,KC,TE,0,0,0,0,0,1,29,0,0,2.9
178,Randy McMichael,SD,TE,0,0,0,0,0,3,29,0,0,2.9
179,Chris Johnson,TEN,RB,0,0,0,17,0,2,11,0,0,2.8
180,Harry Douglas,ATL,WR,0,0,0,0,0,3,27,0,0,2.7
181,Benjamin Watson,CLE,TE,0,0,0,0,0,1,27,0,0,2.7
182,Brandon Stokley,DEN,WR,0,0,0,0,0,3,27,0,0,2.7
183,Will Johnson,PIT,FB,0,0,0,0,0,1,26,0,0,2.6
184,Lance Kendricks,STL,TE,0,0,0,0,0,2,25,0,0,2.5
185,John Kuhn,GB,FB,0,0,0,1,0,3,23,0,0,2.4
186,Ramses Barden,NYG,WR,0,0,0,0,0,1,24,0,0,2.4
187,Brandon Marshall,CHI,WR,0,0,0,0,0,2,24,0,0,2.4
188,Kendall Hunter,SF,RB,0,0,0,23,0,2,21,0,1,2.4
189,Shonn Greene,NYJ,RB,0,0,0,23,0,0,0,0,0,2.3
190,Jared Cook,TEN,TE,0,0,0,0,0,3,23,0,0,2.3
191,Ed Dickson,BAL,TE,0,0,0,0,0,1,23,0,0,2.3
192,Jay Cutler,CHI,QB,126,1,4,12,0,0,0,0,0,2.24
193,Jamaal Charles,KC,RB,0,0,0,3,0,3,19,0,0,2.2
194,Tim Tebow,NYJ,QB,0,0,0,22,0,0,0,0,0,2.2
195,Andre Johnson,HOU,WR,0,0,0,0,0,3,21,0,0,2.1
196,Early Doucet,ARI,WR,0,0,0,0,0,3,21,0,0,2.1
197,Brad Smith,BUF,WR,0,0,0,5,0,1,16,0,0,2.1
198,Felix Jones,DAL,RB,0,0,0,1,0,4,40,0,1,2.1
199,Earl Bennett,CHI,WR,0,0,0,0,0,2,21,0,0,2.1
200,LaRod Stephens-Howling,ARI,RB,0,0,0,11,0,1,10,0,0,2.1
201,Lance Ball,DEN,RB,0,0,0,4,0,1,17,0,0,2.1
202,Nate Washington,TEN,WR,0,0,0,0,0,2,20,0,0,2
203,Konrad Reuland,NYJ,TE,0,0,0,0,0,2,20,0,0,2
204,LeRon McClain,SD,FB,0,0,0,19,0,0,0,0,0,1.9
205,Devin Aromashodu,MIN,WR,0,0,0,0,0,1,19,0,0,1.9
206,Clay Harbor,PHI,TE,0,0,0,0,0,1,19,0,0,1.9
207,Damaris Johnson,PHI,WR,0,0,0,6,0,1,13,0,0,1.9
208,Rod Streater,OAK,WR,0,0,0,0,0,2,19,0,0,1.9
209,Eddie Royal,SD,WR,0,0,0,0,0,2,18,0,0,1.8
210,James Casey,HOU,FB,0,0,0,0,0,3,18,0,0,1.8
211,Marcel Reece,OAK,FB,0,0,0,0,0,2,17,0,0,1.7
212,Dez Bryant,DAL,WR,0,0,0,0,0,3,17,0,0,1.7
213,Joel Dreessen,DEN,TE,0,0,0,0,0,2,16,0,0,1.6
214,Ahmad Bradshaw,NYG,RB,0,0,0,16,0,0,0,0,0,1.6
215,John Phillips,DAL,TE,0,0,0,0,0,2,16,0,0,1.6
216,Nate Burleson,DET,WR,0,0,0,5,0,1,11,0,0,1.6
217,Coby Fleener,IND,TE,0,0,0,0,0,2,16,0,0,1.6
218,Fred Davis,WAS,TE,0,0,0,1,0,2,14,0,0,1.5
219,Garrett Graham,HOU,TE,0,0,0,0,0,1,15,0,0,1.5
220,Julio Jones,ATL,WR,0,0,0,1,0,4,14,0,0,1.5
221,Travis Benjamin,CLE,WR,0,0,0,15,0,0,0,0,0,1.5
222,TY Hilton,IND,WR,0,0,0,0,0,1,15,0,0,1.5
223,Santana Moss,WAS,WR,0,0,0,0,0,3,14,0,0,1.4
224,Randy Moss,SF,WR,0,0,0,0,0,1,14,0,0,1.4
225,Matt Willis,DEN,WR,0,0,0,0,0,1,14,0,0,1.4
226,Sammie Stroughter,TB,WR,0,0,0,0,0,1,14,0,0,1.4
227,Jacob Tamme,DEN,TE,0,0,0,0,0,2,13,0,0,1.3
228,Greg Olsen,CAR,TE,0,0,0,0,0,1,13,0,0,1.3
229,Jeff Cumberland,NYJ,TE,0,0,0,0,0,2,13,0,0,1.3
230,Tony Scheffler,DET,TE,0,0,0,0,0,1,13,0,0,1.3
231,Niles Paul,WAS,TE,0,0,0,0,0,3,13,0,0,1.3
232,Vick Ballard,IND,RB,0,0,0,13,0,0,0,0,0,1.3
233,Domenik Hixon,NYG,WR,0,0,0,0,0,1,12,0,0,1.2
234,Mike Thomas,JAX,WR,0,0,0,0,0,1,12,0,0,1.2
235,Joe McKnight,NYJ,RB,0,0,0,12,0,0,0,0,0,1.2
236,Jorvorskie Lane,MIA,FB,0,0,0,12,0,0,0,0,0,1.2
237,Leon Washington,SEA,RB,0,0,0,11,0,0,0,0,0,1.1
238,Johnny White,BUF,RB,0,0,0,11,0,0,0,0,0,1.1
239,Evan Royster,WAS,RB,0,0,0,4,0,2,7,0,0,1.1
240,Titus Young,DET,WR,0,0,0,0,0,1,11,0,0,1.1
241,Derek Hagan,OAK,WR,0,0,0,0,0,1,10,0,0,1
242,Clyde Gates,NYJ,WR,0,0,0,0,0,1,10,0,0,1
243,Courtney Roby,NO,WR,0,0,0,0,0,1,9,0,0,0.9
244,Tony Moeaki,KC,TE,0,0,0,0,0,1,9,0,0,0.9
245,Jason Snelling,ATL,RB,0,0,0,2,0,1,6,0,0,0.8
246,Erik Lorig,TB,FB,0,0,0,0,0,1,8,0,0,0.8
247,Henry Hynoski,NYG,FB,0,0,0,3,0,1,5,0,0,0.8
248,Doug Baldwin,SEA,WR,0,0,0,0,0,1,8,0,0,0.8
249,Chris Rainey,PIT,RB,0,0,0,3,0,1,5,0,0,0.8
250,DJ Ware,TB,RB,0,0,0,6,0,1,1,0,0,0.7
251,Zach Miller,SEA,TE,0,0,0,0,0,1,7,0,0,0.7
252,Delanie Walker,SF,TE,0,0,0,0,0,1,7,0,0,0.7
253,Will Heller,DET,TE,0,0,0,0,0,1,7,0,0,0.7
254,Leonard Pope,PIT,TE,0,0,0,0,0,1,7,0,0,0.7
255,Preston Parker,TB,WR,0,0,0,7,0,0,0,0,0,0.7
256,Anquan Boldin,BAL,WR,0,0,0,0,0,2,7,0,0,0.7
257,Rob Housler,ARI,TE,0,0,0,0,0,1,7,0,0,0.7
258,Bryce Brown,PHI,RB,0,0,0,7,0,0,0,0,0,0.7
259,TJ Graham,BUF,WR,0,0,0,0,0,1,7,0,0,0.7
260,Alshon Jeffery,CHI,WR,0,0,0,0,0,1,7,0,0,0.7
261,Jermichael Finley,GB,TE,0,0,0,0,0,4,26,0,1,0.6
262,Mewelde Moore,IND,RB,0,0,0,-2,0,1,8,0,0,0.6
263,Jerricho Cotchery,PIT,WR,0,0,0,0,0,1,6,0,0,0.6
264,Michael Robinson,SEA,FB,0,0,0,6,0,0,0,0,0,0.6
265,Tandon Doss,BAL,WR,0,0,0,0,0,1,6,0,0,0.6
266,DJ Williams,GB,TE,0,0,0,0,0,1,6,0,0,0.6
267,Kealoha Pilares,CAR,WR,0,0,0,0,0,1,6,0,0,0.6
268,David Wilson,NYG,RB,0,0,0,6,0,0,0,0,0,0.6
269,Kenny Britt,TEN,WR,0,0,0,0,0,1,5,0,0,0.5
270,Stanley Havili,PHI,FB,0,0,0,1,0,1,4,0,0,0.5
271,Joseph Morgan,NO,WR,0,0,0,0,0,1,5,0,0,0.5
272,Josh Gordon,CLE,WR,0,0,0,0,0,1,5,0,0,0.5
273,Greg Jones,JAX,FB,0,0,0,0,0,1,4,0,0,0.4
274,Joshua Cribbs,CLE,WR,0,0,0,0,0,1,4,0,0,0.4
275,Larry Fitzgerald,ARI,WR,0,0,0,0,0,1,4,0,0,0.4
276,Matt Spaeth,CHI,TE,0,0,0,0,0,1,4,0,0,0.4
277,Zach Potter,JAX,TE,0,0,0,0,0,1,4,0,0,0.4
278,Bernard Pierce,BAL,RB,0,0,0,4,0,0,0,0,0,0.4
279,Jacquizz Rodgers,ATL,RB,0,0,0,3,0,0,0,0,0,0.3
280,Ryan Williams,ARI,RB,0,0,0,13,0,2,10,0,1,0.3
281,Lex Hilliard,NE,RB,0,0,0,2,0,0,0,0,0,0.2
282,Charles Clay,MIA,TE,0,0,0,0,0,1,2,0,0,0.2
283,Alex Green,GB,RB,0,0,0,2,0,0,0,0,0,0.2
284,Cedric Peerman,CIN,RB,0,0,0,1,0,0,0,0,0,0.1
285,Baron Batch,PIT,RB,0,0,0,1,0,0,0,0,0,0.1
286,Ryan Cook,DAL,C,0,0,0,0,0,0,0,0,0,0
287,Jeremy Zuttah,TB,C,0,0,0,0,0,0,0,0,0,0
288,Michael Roos,TEN,LT,0,0,0,0,0,0,0,0,0,0
289,Ryan Kalil,CAR,C,0,0,0,0,0,0,0,0,0,0
290,Gosder Cherilus,DET,RT,0,0,0,0,0,0,0,0,0,0
291,Deuce Lutui,TEN,G,0,0,0,0,0,0,0,0,0,0
292,Jeff Saturday,GB,C,0,0,0,0,0,0,0,0,0,0
293,Trai Essex,IND,G,0,0,0,0,0,0,0,0,0,0
294,Jerome Felton,MIN,FB,0,0,0,0,0,0,0,0,0,0
295,D'Brickashaw Ferguson,NYJ,LT,0,0,0,0,0,0,0,0,0,0
296,Matt Hasselbeck,TEN,QB,0,0,0,0,0,0,0,0,0,0
297,Byron Leftwich,PIT,QB,0,0,0,0,0,0,0,0,0,0
298,Chris Chester,WAS,RG,0,0,0,0,0,0,0,0,0,0
299,Nate Garner,MIA,G,0,0,0,0,0,0,0,0,0,0
300,Dan Connolly,NE,OL,0,0,0,0,0,0,0,0,0,0
