Rk,Player,Team,Pos,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fum Lost,Fantasy Points
46,Josh Freeman,TB,QB,299,1,1,8,0,0,0,0,0,14.76
47,Rob Gronkowski,NE,TE,0,0,0,0,0,5,104,1,1,14.4
48,Philip Rivers,SD,QB,209,2,1,0,0,0,0,0,0,14.36
49,LeSean McCoy,PHI,RB,0,0,0,123,0,3,17,0,0,14
50,Joseph Morgan,NO,WR,0,0,0,0,0,1,80,1,0,14
51,Eric Decker,DEN,WR,0,0,0,0,0,7,79,1,0,13.9
52,Frank Gore,SF,RB,0,0,0,64,1,2,13,0,0,13.7
53,Owen Daniels,HOU,TE,0,0,0,0,0,6,72,1,0,13.2
54,Anquan Boldin,BAL,WR,0,0,0,0,0,9,131,0,0,13.1
55,Dez Bryant,DAL,WR,0,0,0,0,0,8,105,0,0,12.5
56,Larry Fitzgerald,ARI,WR,0,0,0,0,0,8,64,1,0,12.4
57,Darren Sproles,NO,RB,0,0,0,20,0,5,44,1,0,12.4
58,Davone Bess,MIA,WR,0,0,0,0,0,7,123,0,0,12.3
59,Adrian Peterson,MIN,RB,0,0,0,102,0,4,20,0,0,12.2
60,Danny Amendola,STL,WR,0,0,0,6,0,6,55,1,0,12.1
61,Matt Cassel,KC,QB,251,2,3,0,0,0,0,0,0,12.04
62,Miles Austin,DAL,WR,0,0,0,0,0,4,57,1,0,11.7
63,Kendall Hunter,SF,RB,0,0,0,56,1,0,0,0,0,11.6
64,Mike Williams,TB,WR,0,0,0,0,0,4,115,0,0,11.5
65,Domenik Hixon,NYG,WR,0,0,0,0,0,6,114,0,0,11.4
66,Blaine Gabbert,JAX,QB,186,1,1,19,0,0,0,0,0,11.34
67,DeAngelo Williams,CAR,RB,0,0,0,49,1,1,2,0,0,11.1
68,Brandon Lloyd,NE,WR,0,0,0,0,0,3,50,1,0,11
69,Colin Kaepernick,SF,QB,0,0,0,50,1,0,0,0,0,11
70,Wes Welker,NE,WR,0,0,0,0,0,9,129,0,1,10.9
71,Brad Smith,BUF,WR,0,0,0,0,0,2,49,1,0,10.9
72,Brandon Weeden,CLE,QB,320,0,1,0,0,0,0,0,0,10.8
73,Cedric Benson,GB,RB,0,0,0,84,0,4,22,0,0,10.6
74,Kendall Wright,TEN,WR,0,0,0,0,0,4,46,1,0,10.6
75,Matt Hasselbeck,TEN,QB,193,2,2,3,0,0,0,0,1,10.02
76,Devin Hester,CHI,WR,0,0,0,0,0,3,38,1,0,9.8
77,Ray Rice,BAL,RB,0,0,0,49,0,8,47,0,0,9.6
78,James Casey,HOU,FB,0,0,0,0,0,5,36,1,0,9.6
79,Kealoha Pilares,CAR,WR,0,0,0,0,0,1,36,1,0,9.6
80,Kyle Orton,DAL,QB,89,1,0,0,0,0,0,0,0,9.56
81,Marcedes Lewis,JAX,TE,0,0,0,0,0,3,32,1,0,9.2
82,Craig Stevens,TEN,TE,0,0,0,0,0,2,24,1,0,8.4
83,Lance Ball,DEN,RB,0,0,0,10,0,1,14,1,0,8.4
84,Demaryius Thomas,DEN,WR,0,0,0,0,0,5,103,0,1,8.3
85,Danny Woodhead,NE,RB,0,0,0,0,0,2,23,1,0,8.3
86,Ryan Mathews,SD,RB,0,0,0,61,0,2,21,0,0,8.2
87,Jorvorskie Lane,MIA,FB,0,0,0,2,1,0,0,0,0,8.2
88,DeMarco Murray,DAL,RB,0,0,0,24,0,7,57,0,0,8.1
89,Carson Palmer,OAK,QB,202,0,0,0,0,0,0,0,0,8.08
90,Pierre Garcon,WAS,WR,0,0,0,0,1,1,20,0,0,8
91,Maurice Jones-Drew,JAX,RB,0,0,0,38,0,5,42,0,0,8
92,Joel Dreessen,DEN,TE,0,0,0,0,0,2,17,1,0,7.7
93,Ahmad Bradshaw,NYG,RB,0,0,0,39,0,3,38,0,0,7.7
94,LeGarrette Blount,TB,RB,0,0,0,17,1,0,0,0,0,7.7
95,Eddie Royal,SD,WR,0,0,0,0,0,3,16,1,0,7.6
96,Jimmy Graham,NO,TE,0,0,0,0,0,7,76,0,0,7.6
97,Mario Manningham,SF,WR,0,0,0,28,0,3,47,0,0,7.5
98,Greg Little,CLE,WR,0,0,0,-2,0,4,77,0,0,7.5
99,BenJarvus Green-Ellis,CIN,RB,0,0,0,82,0,2,12,0,1,7.4
100,Joique Bell,DET,RB,0,0,0,2,0,6,72,0,0,7.4
101,Denarius Moore,OAK,WR,0,0,0,0,0,4,71,0,0,7.1
102,Fred Davis,WAS,TE,0,0,0,0,0,4,70,0,0,7
103,Alex Smith,SF,QB,143,0,0,12,0,0,0,0,0,6.92
104,Greg Jennings,GB,WR,0,0,0,0,0,1,9,1,0,6.9
105,Steven Jackson,STL,RB,0,0,0,55,0,1,12,0,0,6.7
106,Reggie Bush,MIA,RB,0,0,0,67,0,0,0,0,0,6.7
107,Lance Moore,NO,WR,0,0,0,0,0,7,67,0,0,6.7
108,Brandon Pettigrew,DET,TE,0,0,0,0,0,7,67,0,0,6.7
109,Sam Bradford,STL,QB,221,0,1,-2,0,0,0,0,0,6.64
110,Bear Pascoe,NYG,TE,0,0,0,0,0,1,6,1,0,6.6
111,Randall Cobb,GB,WR,0,0,0,0,0,7,66,0,0,6.6
112,Ronnie Hillman,DEN,RB,0,0,0,31,0,2,32,0,0,6.3
113,Tony Romo,DAL,QB,307,1,5,0,0,0,0,0,0,6.28
114,Josh Morgan,WAS,WR,0,0,0,0,0,4,62,0,0,6.2
115,Kellen Davis,CHI,TE,0,0,0,0,0,3,62,0,0,6.2
116,Chris Pressley,CIN,FB,0,0,0,0,0,1,1,1,0,6.1
117,Fred Jackson,BUF,RB,0,0,0,29,0,3,50,0,1,5.9
118,Antonio Gates,SD,TE,0,0,0,0,0,3,59,0,0,5.9
119,Nate Burleson,DET,WR,0,0,0,8,0,5,51,0,0,5.9
120,Jacquizz Rodgers,ATL,RB,0,0,0,18,0,4,40,0,0,5.8
121,Robert Turbin,SEA,RB,0,0,0,45,0,2,13,0,0,5.8
122,Brent Celek,PHI,TE,0,0,0,0,0,4,57,0,0,5.7
123,Leonard Hankerson,WAS,WR,0,0,0,0,0,7,57,0,0,5.7
124,Andre Johnson,HOU,WR,0,0,0,0,0,3,56,0,0,5.6
125,Jordan Norwood,CLE,WR,0,0,0,0,0,4,56,0,0,5.6
126,Marcel Reece,OAK,FB,0,0,0,0,0,5,54,0,0,5.4
127,Jermichael Finley,GB,TE,0,0,0,0,0,4,54,0,0,5.4
128,Calvin Johnson,DET,WR,0,0,0,0,0,5,54,0,0,5.4
129,Benjamin Watson,CLE,TE,0,0,0,0,0,5,52,0,0,5.2
130,Chris Givens,STL,WR,0,0,0,0,0,1,52,0,0,5.2
131,Tony Gonzalez,ATL,TE,0,0,0,0,0,5,51,0,0,5.1
132,Ronnie Brown,SD,RB,0,0,0,0,0,3,50,0,0,5
133,Jerome Simpson,MIN,WR,0,0,0,0,0,4,50,0,0,5
134,Jonathan Baldwin,KC,WR,0,0,0,0,0,4,50,0,0,5
135,Christian Ponder,MIN,QB,111,0,0,5,0,0,0,0,0,4.94
136,Matt Forte,CHI,RB,0,0,0,52,0,1,-3,0,0,4.9
137,Jonathan Stewart,CAR,RB,0,0,0,40,0,1,8,0,0,4.8
138,Cedric Peerman,CIN,RB,0,0,0,48,0,0,0,0,0,4.8
139,Rob Housler,ARI,TE,0,0,0,0,0,2,48,0,0,4.8
140,Justin Blackmon,JAX,WR,0,0,0,0,0,6,48,0,0,4.8
141,Bernard Pierce,BAL,RB,0,0,0,48,0,0,0,0,0,4.8
142,Jermaine Gresham,CIN,TE,0,0,0,0,0,5,47,0,0,4.7
143,Chaz Schilens,NYJ,WR,0,0,0,0,0,3,45,0,0,4.5
144,Nate Washington,TEN,WR,0,0,0,0,0,3,43,0,0,4.3
145,Mikel Leshoure,DET,RB,0,0,0,26,0,4,37,0,1,4.3
146,Steve Smith,CAR,WR,0,0,0,10,0,3,52,0,1,4.2
147,Doug Martin,TB,RB,0,0,0,33,0,2,9,0,0,4.2
148,Sidney Rice,SEA,WR,0,0,0,0,0,4,41,0,0,4.1
149,Darrel Young,WAS,FB,0,0,0,0,0,2,40,0,0,4
150,Tiquan Underwood,TB,WR,0,0,0,0,0,3,39,0,0,3.9
151,Tandon Doss,BAL,WR,0,0,0,0,0,1,39,0,0,3.9
152,Andrew Hawkins,CIN,WR,0,0,0,0,0,3,39,0,0,3.9
153,Jacob Tamme,DEN,TE,0,0,0,0,0,5,38,0,0,3.8
154,Darren McFadden,OAK,RB,0,0,0,34,0,1,4,0,0,3.8
155,Michael Bush,CHI,RB,0,0,0,29,0,1,8,0,0,3.7
156,Jared Cook,TEN,TE,0,0,0,0,0,3,36,0,0,3.6
157,Ramses Barden,NYG,WR,0,0,0,0,0,2,36,0,0,3.6
158,Dorin Dickerson,BUF,FB,0,0,0,0,0,2,36,0,0,3.6
159,Michael Floyd,ARI,WR,0,0,0,0,0,4,35,0,0,3.5
160,Shonn Greene,NYJ,RB,0,0,0,34,0,0,0,0,0,3.4
161,Percy Harvin,MIN,WR,0,0,0,12,0,3,22,0,0,3.4
162,TJ Graham,BUF,WR,0,0,0,0,0,4,34,0,0,3.4
163,Santana Moss,WAS,WR,0,0,0,0,0,3,33,0,0,3.3
164,Zach Miller,SEA,TE,0,0,0,0,0,3,32,0,0,3.2
165,Brandon Stokley,DEN,WR,0,0,0,0,0,2,32,0,0,3.2
166,Alshon Jeffery,CHI,WR,0,0,0,0,0,3,32,0,0,3.2
167,Early Doucet,ARI,WR,0,0,0,0,0,4,31,0,0,3.1
168,Delanie Walker,SF,TE,0,0,0,0,0,2,31,0,0,3.1
169,Anthony Fasano,MIA,TE,0,0,0,0,0,5,30,0,0,3
170,Jason Avant,PHI,WR,0,0,0,0,0,2,30,0,0,3
171,Niles Paul,WAS,TE,0,0,0,0,0,1,30,0,0,3
172,Julio Jones,ATL,WR,0,0,0,0,0,1,30,0,0,3
173,Juron Criner,OAK,WR,0,0,0,0,0,2,29,0,0,2.9
174,Daryl Richardson,STL,RB,0,0,0,16,0,2,13,0,0,2.9
175,Vernon Davis,SF,TE,0,0,0,0,0,2,28,0,0,2.8
176,Kevin Ogletree,DAL,WR,0,0,0,4,0,3,24,0,0,2.8
177,Brandon Gibson,STL,WR,0,0,0,0,0,2,28,0,0,2.8
178,Shaun Draughn,KC,RB,0,0,0,12,0,4,34,0,1,2.6
179,Ryan Williams,ARI,RB,0,0,0,26,0,1,0,0,0,2.6
180,Travis Benjamin,CLE,WR,0,0,0,0,0,2,26,0,0,2.6
181,Vonta Leach,BAL,FB,0,0,0,0,0,2,25,0,0,2.5
182,Greg Jones,JAX,FB,0,0,0,0,0,4,25,0,0,2.5
183,Steve Johnson,BUF,WR,0,0,0,0,0,2,23,0,0,2.3
184,Malcom Floyd,SD,WR,0,0,0,0,0,2,23,0,0,2.3
185,Arrelious Benn,TB,WR,0,0,0,5,0,3,18,0,0,2.3
186,Jeff King,ARI,TE,0,0,0,0,0,2,22,0,0,2.2
187,Mike Tolbert,CAR,FB,0,0,0,14,0,1,8,0,0,2.2
188,Brandon Myers,OAK,TE,0,0,0,0,0,1,22,0,0,2.2
189,Stanley Havili,PHI,FB,0,0,0,15,0,1,7,0,0,2.2
190,Titus Young,DET,WR,0,0,0,5,0,1,17,0,0,2.2
191,Lance Kendricks,STL,TE,0,0,0,0,0,2,22,0,0,2.2
192,Austin Pettis,STL,WR,0,0,0,0,0,2,22,0,0,2.2
193,Anthony McCoy,SEA,TE,0,0,0,0,0,2,20,0,0,2
194,Phillip Tanner,DAL,RB,0,0,0,0,0,2,20,0,0,2
195,Laurent Robinson,JAX,WR,0,0,0,0,0,1,19,0,0,1.9
196,Evan Royster,WAS,RB,0,0,0,4,0,3,15,0,0,1.9
197,Keshawn Martin,HOU,WR,0,0,0,0,0,2,19,0,0,1.9
198,Brian Quick,STL,WR,0,0,0,0,0,1,19,0,0,1.9
199,Daniel Fells,NE,TE,0,0,0,0,0,1,18,0,0,1.8
200,CJ Spiller,BUF,RB,0,0,0,33,0,2,5,0,1,1.8
201,Tony Moeaki,KC,TE,0,0,0,0,0,3,18,0,0,1.8
202,Derek Hagan,OAK,WR,0,0,0,0,0,2,18,0,0,1.8
203,Andre Brown,NYG,RB,0,0,0,14,0,1,4,0,0,1.8
204,Russell Wilson,SEA,QB,160,0,3,14,0,0,0,0,0,1.8
205,Jacoby Jones,BAL,WR,0,0,0,0,0,2,17,0,0,1.7
206,Quinn Johnson,TEN,FB,0,0,0,0,0,1,17,0,0,1.7
207,Mike Goodson,OAK,RB,0,0,0,22,0,3,-5,0,0,1.7
208,Jeff Cumberland,NYJ,TE,0,0,0,0,0,4,17,0,0,1.7
209,Brian Leonard,CIN,RB,0,0,0,3,0,1,13,0,0,1.6
210,Toby Gerhart,MIN,RB,0,0,0,8,0,1,8,0,0,1.6
211,Tony Scheffler,DET,TE,0,0,0,0,0,1,16,0,0,1.6
212,Tom Crabtree,GB,TE,0,0,0,0,0,1,16,0,0,1.6
213,Anthony Dixon,SF,RB,0,0,0,16,0,0,0,0,0,1.6
214,Damaris Johnson,PHI,WR,0,0,0,-1,0,1,17,0,0,1.6
215,Josh Gordon,CLE,WR,0,0,0,0,0,1,16,0,0,1.6
216,Dallas Clark,TB,TE,0,0,0,0,0,3,15,0,0,1.5
217,Tashard Choice,BUF,RB,0,0,0,14,0,1,1,0,0,1.5
218,DJ Ware,TB,RB,0,0,0,17,0,2,-2,0,0,1.5
219,Michael Crabtree,SF,WR,0,0,0,0,0,2,15,0,0,1.5
220,Jordan Cameron,CLE,TE,0,0,0,0,0,1,15,0,0,1.5
221,Cyrus Gray,KC,RB,0,0,0,15,0,0,0,0,0,1.5
222,Andre Caldwell,DEN,WR,0,0,0,14,0,0,0,0,0,1.4
223,Javon Ringer,TEN,RB,0,0,0,14,0,0,0,0,0,1.4
224,Bruce Miller,SF,FB,0,0,0,5,0,1,9,0,0,1.4
225,Ben Tate,HOU,RB,0,0,0,11,0,2,3,0,0,1.4
226,Cole Beasley,DAL,WR,0,0,0,0,0,2,14,0,0,1.4
227,Pierre Thomas,NO,RB,0,0,0,14,0,2,-1,0,0,1.3
228,Felix Jones,DAL,RB,0,0,0,13,0,0,0,0,0,1.3
229,Lamar Miller,MIA,RB,0,0,0,13,0,0,0,0,0,1.3
230,Steve Breaston,KC,WR,0,0,0,0,0,1,12,0,0,1.2
231,Kahlil Bell,CHI,RB,0,0,0,12,0,0,0,0,0,1.2
232,Armanti Edwards,CAR,WR,0,0,0,0,0,1,12,0,0,1.2
233,Jeremy Kerley,NYJ,WR,0,0,0,0,0,2,12,0,0,1.2
234,Jed Collins,NO,FB,0,0,0,0,0,1,12,0,0,1.2
235,Bilal Powell,NYJ,RB,0,0,0,11,0,0,0,0,0,1.1
236,Devery Henderson,NO,WR,0,0,0,0,0,1,10,0,0,1
237,Rashad Jennings,JAX,RB,0,0,0,12,0,1,-2,0,0,1
238,Daniel Thomas,MIA,RB,0,0,0,4,0,1,6,0,0,1
239,Mark Ingram,NO,RB,0,0,0,11,0,1,-1,0,0,1
240,Doug Baldwin,SEA,WR,0,0,0,0,0,1,10,0,0,1
241,Orson Charles,CIN,TE,0,0,0,0,0,1,10,0,0,1
242,Mike Thomas,JAX,WR,0,0,0,0,0,1,9,0,0,0.9
243,Kyle Williams,SF,WR,0,0,0,9,0,0,0,0,0,0.9
244,Santonio Holmes,NYJ,WR,0,0,0,0,0,4,29,0,1,0.9
245,David Ausberry,OAK,TE,0,0,0,0,0,1,9,0,0,0.9
246,Kevin Walter,HOU,WR,0,0,0,0,0,1,8,0,0,0.8
247,Louis Murphy,CAR,WR,0,0,0,0,0,1,8,0,0,0.8
248,Chris Ogbonnaya,CLE,RB,0,0,0,-2,0,2,10,0,0,0.8
249,Johnny White,BUF,RB,0,0,0,8,0,0,0,0,0,0.8
250,Cecil Shorts,JAX,WR,0,0,0,0,0,1,8,0,0,0.8
251,Kyle Rudolph,MIN,TE,0,0,0,0,0,2,8,0,0,0.8
252,William Powell,ARI,RB,0,0,0,2,0,2,6,0,0,0.8
253,Jeremy Maclin,PHI,WR,0,0,0,0,0,1,7,0,0,0.7
254,Clay Harbor,PHI,TE,0,0,0,0,0,1,7,0,0,0.7
255,Golden Tate,SEA,WR,0,0,0,0,0,1,7,0,0,0.7
256,Ted Ginn,SF,WR,0,0,0,7,0,0,0,0,0,0.7
257,Andre Holmes,DAL,WR,0,0,0,0,0,1,7,0,0,0.7
258,Harry Douglas,ATL,WR,0,0,0,0,0,1,6,0,0,0.6
259,David Thomas,NO,TE,0,0,0,0,0,1,6,0,0,0.6
260,Damian Williams,TEN,WR,0,0,0,0,0,1,6,0,0,0.6
261,Dexter McCluster,KC,WR,0,0,0,0,0,2,6,0,0,0.6
262,John Kuhn,GB,FB,0,0,0,5,0,0,0,0,0,0.5
263,Lavelle Hawkins,TEN,WR,0,0,0,0,0,1,5,0,0,0.5
264,Jason Snelling,ATL,FB,0,0,0,0,0,3,5,0,0,0.5
265,Keiland Williams,DET,RB,0,0,0,0,0,1,5,0,0,0.5
266,Shane Vereen,NE,RB,0,0,0,0,0,1,5,0,0,0.5
267,Luke Stocker,TB,TE,0,0,0,0,0,1,5,0,0,0.5
268,Bryce Brown,PHI,RB,0,0,0,5,0,0,0,0,0,0.5
269,Marvin Jones,CIN,WR,0,0,0,0,0,1,5,0,0,0.5
270,Kevin Elliott,JAX,WR,0,0,0,0,0,1,5,0,0,0.5
271,Michael Jenkins,MIN,WR,0,0,0,0,0,1,4,0,0,0.4
272,Henry Hynoski,NYG,FB,0,0,0,4,0,1,0,0,0,0.4
273,Tim Tebow,NYJ,QB,9,0,0,0,0,0,0,0,0,0.36
274,Donald Driver,GB,WR,0,0,0,0,0,1,3,0,0,0.3
275,Martellus Bennett,NYG,TE,0,0,0,0,0,1,2,0,0,0.2
276,LeRon McClain,SD,FB,0,0,0,4,0,1,-2,0,0,0.2
277,Leon Washington,SEA,RB,0,0,0,2,0,0,0,0,0,0.2
278,Mark Sanchez,NYJ,QB,103,0,1,0,0,0,0,0,1,0.12
279,Ryan Cook,DAL,C,0,0,0,0,0,0,0,0,0,0
280,Jeremy Zuttah,TB,C,0,0,0,0,0,0,0,0,0,0
281,Michael Roos,TEN,LT,0,0,0,0,0,0,0,0,0,0
282,Kevin Smith,DET,RB,0,0,0,0,0,0,0,0,0,0
283,Ryan Kalil,CAR,C,0,0,0,0,0,0,0,0,0,0
284,Kevin Boss,KC,TE,0,0,0,0,0,0,0,0,0,0
285,Gosder Cherilus,DET,RT,0,0,0,0,0,0,0,0,0,0
286,Deuce Lutui,TEN,G,0,0,0,0,0,0,0,0,0,0
287,Jeff Saturday,GB,C,0,0,0,0,0,0,0,0,0,0
288,Jerome Felton,MIN,FB,0,0,0,0,0,0,0,0,0,0
289,D'Brickashaw Ferguson,NYJ,LT,0,0,0,0,0,0,0,0,0,0
290,Maurice Stovall,JAX,WR,0,0,0,0,0,0,0,0,0,0
291,Chris Chester,WAS,RG,0,0,0,0,0,0,0,0,0,0
292,Nate Garner,MIA,G,0,0,0,0,0,0,0,0,0,0
293,Dan Connolly,NE,RG,0,0,0,0,0,0,0,0,0,0
294,Rob Turner,STL,C,0,0,0,0,0,0,0,0,0,0
295,Demetress Bell,PHI,LT,0,0,0,0,0,0,0,0,0,0
296,Charlie Johnson,MIN,LG,0,0,0,0,0,0,0,0,0,0
297,Anthony Collins,CIN,OT,0,0,0,0,0,0,0,0,0,0
298,Harvey Dahl,STL,RG,0,0,0,0,0,0,0,0,0,0
299,Joe Staley,SF,LT,0,0,0,0,0,0,0,0,0,0
300,David Stewart,TEN,RT,0,0,0,0,0,0,0,0,0,0
