Rk,ID,Player,Team,Pos,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fum Lost,Fantasy Points
69,14687,Bernard Pierce,BAL,RB,0,0,0,57,1,1,-2,0,0,11.5
70,13957,Kendall Wright,TEN,WR,0,0,0,0,0,7,54,1,0,11.4
71,5701,Fred Jackson,BUF,RB,0,0,0,30,1,4,23,0,0,11.3
72,4314,Tom Brady,NE,QB,185,1,0,-2,0,0,0,0,0,11.2
73,14536,Russell Wilson,SEA,QB,142,1,1,33,0,0,0,0,0,10.98
74,13027,Julius Thomas,DEN,TE,0,0,0,0,0,6,47,1,0,10.7
75,14405,Chris Givens,STL,WR,0,0,0,0,0,5,105,0,0,10.5
76,15479,Marlon Brown,BAL,WR,0,0,0,0,0,4,45,1,0,10.5
77,4932,Eli Manning,NYG,QB,362,1,4,0,0,0,0,0,0,10.48
78,7884,Antonio Gates,SD,TE,0,0,0,0,0,8,124,0,1,10.4
79,7711,Malcom Floyd,SD,WR,0,0,0,0,0,5,102,0,0,10.2
80,13275,Kyle Rudolph,MIN,TE,0,0,0,0,0,3,42,1,0,10.2
81,1944,Santana Moss,WAS,WR,0,0,0,0,0,3,41,1,0,10.1
82,13557,Ben Tate,HOU,RB,0,0,0,93,0,3,8,0,0,10.1
83,13693,Terrelle Pryor,OAK,QB,126,0,0,50,0,0,0,0,0,10.04
84,4631,Wes Welker,DEN,WR,0,0,0,0,0,3,39,1,0,9.9
85,13910,Brandon Weeden,CLE,QB,227,0,0,7,0,0,0,0,0,9.78
86,6828,Chris Johnson,TEN,RB,0,0,0,96,0,1,1,0,0,9.7
87,12861,Jordan Cameron,CLE,TE,0,0,0,0,0,5,95,0,0,9.5
88,11317,Clay Harbor,JAX,TE,0,0,0,0,0,3,34,1,0,9.4
89,13002,Cecil Shorts,JAX,WR,0,0,0,0,0,8,93,0,0,9.3
90,13150,Da'Rel Scott,NYG,RB,0,0,0,2,0,2,30,1,0,9.2
91,14871,Robert Woods,BUF,WR,0,0,0,3,0,4,68,0,0,9.1
92,11101,Garrett Graham,HOU,TE,0,0,0,0,0,3,30,1,0,9
93,4807,Adrian Peterson,MIN,RB,0,0,0,100,0,1,7,0,1,8.7
94,11182,Eric Decker,DEN,WR,0,0,0,0,0,9,87,0,0,8.7
95,7580,DeAngelo Williams,CAR,RB,0,0,0,85,0,0,0,0,0,8.5
96,11313,Riley Cooper,PHI,WR,0,0,0,0,0,2,25,1,0,8.5
97,12830,Torrey Smith,BAL,WR,0,0,0,0,0,7,85,0,0,8.5
98,1810,Owen Daniels,HOU,TE,0,0,0,0,0,2,24,1,0,8.4
99,6597,Greg Jennings,MIN,WR,0,0,0,0,0,5,84,0,0,8.4
100,9739,Hakeem Nicks,NYG,WR,0,0,0,0,0,4,83,0,0,8.3
101,8355,Julian Edelman,NE,WR,0,0,0,4,0,13,78,0,0,8.2
102,462,BenJarvus Green-Ellis,CIN,RB,0,0,0,75,0,1,5,0,0,8
103,14696,Daryl Richardson,STL,RB,0,0,0,35,0,5,45,0,0,8
104,13902,Trent Richardson,CLE,RB,0,0,0,58,0,5,21,0,0,7.9
105,11063,Emmanuel Sanders,PIT,WR,0,0,0,0,0,5,78,0,0,7.8
106,15100,Jordan Reed,WAS,TE,0,0,0,0,0,3,18,1,0,7.8
107,3519,Vincent Jackson,TB,WR,0,0,0,0,0,5,77,0,0,7.7
108,2429,Andre Johnson,HOU,WR,0,0,0,0,0,8,76,0,0,7.6
109,3382,Marcel Reece,OAK,FB,0,0,0,15,1,0,0,0,0,7.5
110,8778,Brandon Myers,NYG,TE,0,0,0,0,0,6,74,0,0,7.4
111,13124,DeMarco Murray,DAL,RB,0,0,0,25,0,5,49,0,0,7.4
112,12323,Joique Bell,DET,RB,0,0,0,31,0,5,41,0,0,7.2
113,7175,Delanie Walker,TEN,TE,0,0,0,0,0,1,10,1,0,7
114,4640,Reggie Bush,DET,RB,0,0,0,25,0,3,44,0,0,6.9
115,1652,Steven Jackson,ATL,RB,0,0,0,0,0,1,8,1,0,6.8
116,8330,Brian Hartline,MIA,WR,0,0,0,0,0,5,68,0,0,6.8
117,9226,Josh Freeman,TB,QB,125,1,1,16,0,0,0,0,1,6.6
118,11026,Jermaine Gresham,CIN,TE,0,0,0,0,0,6,66,0,0,6.6
119,13817,Stephen Hill,NYJ,WR,0,0,0,0,0,4,86,0,1,6.6
120,14918,Tyler Eifert,CIN,TE,0,0,0,0,0,3,66,0,0,6.6
121,8846,Kevin Ogletree,TB,WR,0,0,0,0,0,1,5,1,0,6.5
122,2254,Brandon Jacobs,NYG,RB,0,0,0,4,1,0,0,0,0,6.4
123,12317,Danny Woodhead,SD,RB,0,0,0,27,0,8,37,0,0,6.4
124,15019,Ace Sanders,JAX,WR,0,0,0,0,0,5,64,0,0,6.4
125,5094,Marques Colston,NO,WR,0,0,0,0,0,4,63,0,0,6.3
126,6198,Darren Sproles,NO,RB,0,0,0,26,0,6,36,0,0,6.2
127,15781,Derek Moye,PIT,WR,0,0,0,0,0,1,1,1,0,6.1
128,14856,Zach Ertz,PHI,TE,0,0,0,0,0,2,58,0,0,5.8
129,13443,Colin Kaepernick,SF,QB,127,0,3,87,0,0,0,0,1,5.78
130,11056,Antonio Brown,PIT,WR,0,0,0,0,0,6,57,0,0,5.7
131,11256,Ryan Mathews,SD,RB,0,0,0,73,0,1,3,0,1,5.6
132,4104,Jerricho Cotchery,PIT,WR,0,0,0,-5,0,3,59,0,0,5.4
133,4358,Steve Smith,CAR,WR,0,0,0,0,0,5,52,0,0,5.2
134,11197,Demaryius Thomas,DEN,WR,0,0,0,0,0,5,52,0,0,5.2
135,12239,Chris Ivory,NYJ,RB,0,0,0,52,0,0,0,0,0,5.2
136,11697,Santonio Holmes,NYJ,WR,0,0,0,0,0,3,51,0,0,5.1
137,13460,Doug Baldwin,SEA,WR,0,0,0,0,0,1,51,0,0,5.1
138,8564,Nate Washington,TEN,WR,0,0,0,0,0,3,50,0,0,5
139,7857,Jerome Simpson,MIN,WR,0,0,0,0,0,2,49,0,0,4.9
140,15880,Frank Summers,BUF,FB,0,0,0,0,0,2,49,0,0,4.9
141,957,Pierre Thomas,NO,RB,0,0,0,29,0,4,19,0,0,4.8
142,15417,Kenbrell Thompkins,NE,WR,0,0,0,0,0,2,47,0,0,4.7
143,5002,Reggie Wayne,IND,WR,0,0,0,0,0,5,46,0,0,4.6
144,13299,Jacquizz Rodgers,ATL,RB,0,0,0,17,0,4,28,0,0,4.5
145,13878,Mohamed Sanu,CIN,WR,0,0,0,4,0,5,40,0,0,4.4
146,4738,Mike Tolbert,CAR,FB,0,0,0,25,0,2,18,0,0,4.3
147,6211,Harry Douglas,ATL,WR,0,0,0,0,0,4,43,0,0,4.3
148,14895,Geno Smith,NYJ,QB,214,0,3,17,0,0,0,0,0,4.26
149,12754,Clyde Gates,NYJ,WR,0,0,0,0,0,2,42,0,0,4.2
150,14111,Rod Streater,OAK,WR,0,0,0,0,0,3,42,0,0,4.2
151,12845,AJ Green,CIN,WR,0,0,0,0,0,6,41,0,0,4.1
152,14187,Alshon Jeffery,CHI,WR,0,0,0,30,0,1,11,0,0,4.1
153,2730,Donnie Avery,KC,WR,0,0,0,2,0,2,38,0,0,4
154,12762,Daniel Thomas,MIA,RB,0,0,0,30,0,1,10,0,0,4
155,12774,Stevan Ridley,NE,RB,0,0,0,40,0,0,0,0,0,4
156,14839,Kerry Taylor,ARI,WR,0,0,0,0,0,3,40,0,0,4
157,1986,Jason Avant,PHI,WR,0,0,0,0,0,4,39,0,0,3.9
158,5537,Josh Morgan,WAS,WR,0,0,0,0,0,2,39,0,0,3.9
159,11594,Kyle Williams,SF,WR,0,0,0,0,0,4,39,0,0,3.9
160,254,Davone Bess,CLE,WR,0,0,0,0,0,5,38,0,0,3.8
161,7290,Felix Jones,PIT,RB,0,0,0,37,0,0,0,0,0,3.7
162,11982,Nate Burleson,DET,WR,0,0,0,-8,0,7,45,0,0,3.7
163,13974,Keshawn Martin,HOU,WR,0,0,0,0,0,2,37,0,0,3.7
164,3989,Andre Caldwell,DEN,WR,0,0,0,0,0,1,36,0,0,3.6
165,11565,Andre Roberts,ARI,WR,0,0,0,0,0,3,36,0,0,3.6
166,12343,Brandon Stokley,BAL,WR,0,0,0,0,0,4,36,0,0,3.6
167,13162,Leonard Hankerson,WAS,WR,0,0,0,0,0,3,35,0,0,3.5
168,13870,Marvin Jones,CIN,WR,0,0,0,0,0,3,35,0,0,3.5
169,8649,Rashad Jennings,OAK,RB,0,0,0,32,0,1,2,0,0,3.4
170,11581,Nate Byham,TB,TE,0,0,0,0,0,1,34,0,0,3.4
171,15076,Keenan Allen,SD,WR,0,0,0,0,0,2,34,0,0,3.4
172,5571,Larry Fitzgerald,ARI,WR,0,0,0,0,0,2,33,0,0,3.3
173,9108,Tony Gonzalez,ATL,TE,0,0,0,0,0,4,33,0,0,3.3
174,12874,Greg Little,CLE,WR,0,0,0,0,0,4,33,0,0,3.3
175,9588,Brandon Pettigrew,DET,TE,0,0,0,0,0,3,32,0,0,3.2
176,15072,Mychal Rivera,OAK,TE,0,0,0,0,0,3,32,0,0,3.2
177,3330,Miles Austin,DAL,WR,0,0,0,0,0,3,31,0,0,3.1
178,11555,Jim Dray,ARI,TE,0,0,0,0,0,5,31,0,0,3.1
179,14533,Robert Turbin,SEA,RB,0,0,0,31,0,0,0,0,0,3.1
180,14820,Sean McGrath,KC,TE,0,0,0,0,0,2,31,0,0,3.1
181,15782,Larry Donnell,NYG,TE,0,0,0,0,0,3,31,0,0,3.1
182,5820,Frank Gore,SF,RB,0,0,0,16,0,1,14,0,0,3
183,8604,Donald Brown,IND,RB,0,0,0,30,0,0,0,0,0,3
184,13929,David Paulson,PIT,TE,0,0,0,0,0,3,49,0,1,2.9
185,7308,Maurice Jones-Drew,JAX,RB,0,0,0,27,0,1,1,0,0,2.8
186,8532,Kenny Britt,TEN,WR,0,0,0,0,0,4,28,0,0,2.8
187,14594,Griff Whalen,IND,WR,0,0,0,0,0,2,28,0,0,2.8
188,1545,Anthony Fasano,KC,TE,0,0,0,0,0,2,26,0,0,2.6
189,13078,Vincent Brown,SD,WR,0,0,0,0,0,4,26,0,0,2.6
190,547,Ray Rice,BAL,RB,0,0,0,36,0,3,9,0,1,2.5
191,15088,Terrance Williams,DAL,WR,0,0,0,-3,0,3,28,0,0,2.5
192,9277,Chris Ogbonnaya,CLE,RB,0,0,0,0,0,2,24,0,0,2.4
193,13386,Lance Kendricks,STL,TE,0,0,0,0,0,2,23,0,0,2.3
194,15036,Montee Ball,DEN,RB,0,0,0,16,0,2,27,0,1,2.3
195,4484,Zach Miller,SEA,TE,0,0,0,0,0,2,22,0,0,2.2
196,13446,Bruce Miller,SF,FB,0,0,0,0,0,2,22,0,0,2.2
197,13887,Travis Benjamin,CLE,WR,0,0,0,0,0,1,22,0,0,2.2
198,14478,Michael Floyd,ARI,WR,0,0,0,0,0,3,22,0,0,2.2
199,204,Roddy White,ATL,WR,0,0,0,0,0,3,21,0,0,2.1
200,14465,Jarius Wright,MIN,WR,0,0,0,0,0,1,21,0,0,2.1
201,5084,Vernon Davis,SF,TE,0,0,0,0,0,3,20,0,0,2
202,13337,Mark Ingram,NO,RB,0,0,0,20,0,0,0,0,0,2
203,14152,James Hanna,DAL,TE,0,0,0,0,0,4,20,0,0,2
204,8967,Earl Bennett,CHI,WR,0,0,0,0,0,2,19,0,0,1.9
205,11611,Golden Tate,SEA,WR,0,0,0,0,0,1,19,0,0,1.9
206,14421,Isaiah Pead,STL,RB,0,0,0,1,0,2,18,0,0,1.9
207,15239,Vance McDonald,SF,TE,0,0,0,0,0,1,19,0,0,1.9
208,6458,Ronnie Brown,SD,RB,0,0,0,15,0,1,3,0,0,1.8
209,9253,Billy Bajema,BAL,TE,0,0,0,0,0,1,18,0,0,1.8
210,14246,David Wilson,NYG,RB,0,0,0,17,0,0,0,0,0,1.7
211,9249,Kellen Winslow,NYJ,TE,0,0,0,0,0,3,16,0,0,1.6
212,6768,Lance Moore,NO,WR,0,0,0,0,0,1,15,0,0,1.5
213,14424,Brian Quick,STL,WR,0,0,0,0,0,1,15,0,0,1.5
214,11220,Dexter McCluster,KC,WR,0,0,0,0,0,2,14,0,0,1.4
215,13259,Stephen Burton,JAX,WR,0,0,0,-9,0,2,23,0,0,1.4
216,13719,Bryce Brown,PHI,RB,0,0,0,13,0,1,1,0,0,1.4
217,14242,Rueben Randle,NYG,WR,0,0,0,0,0,3,14,0,0,1.4
218,14303,Bradie Ewing,ATL,FB,0,0,0,0,0,1,14,0,0,1.4
219,15150,Cordarrelle Patterson,MIN,WR,0,0,0,0,0,2,14,0,0,1.4
220,459,Sidney Rice,SEA,WR,0,0,0,0,0,1,13,0,0,1.3
221,1362,Jackie Battle,TEN,RB,0,0,0,13,0,0,0,0,0,1.3
222,11345,Logan Paulsen,WAS,TE,0,0,0,0,0,2,13,0,0,1.3
223,11463,Brandon LaFell,CAR,WR,0,0,0,0,0,4,13,0,0,1.3
224,13171,Aldrick Robinson,WAS,WR,0,0,0,0,0,1,13,0,0,1.3
225,14593,Dominique Jones,IND,TE,0,0,0,0,0,1,13,0,0,1.3
226,722,Jason Witten,DAL,TE,0,0,0,0,0,3,12,0,0,1.2
227,1760,Vonta Leach,BAL,FB,0,0,0,0,0,1,12,0,0,1.2
228,10291,Bear Pascoe,NYG,TE,0,0,0,0,0,2,12,0,0,1.2
229,11230,Jacoby Ford,OAK,WR,0,0,0,0,0,2,12,0,0,1.2
230,12701,Stanley Havili,IND,FB,0,0,0,0,0,2,12,0,0,1.2
231,8519,Isaac Redman,PIT,RB,0,0,0,4,0,2,7,0,0,1.1
232,10034,Brandon Gibson,MIA,WR,0,0,0,0,0,1,11,0,0,1.1
233,12296,LeGarrette Blount,NE,RB,0,0,0,11,0,0,0,0,0,1.1
234,15509,Jaron Brown,ARI,WR,0,0,0,0,0,1,11,0,0,1.1
235,8534,Jared Cook,STL,TE,0,0,0,0,0,1,10,0,0,1
236,8771,Darrius Heyward-Bey,IND,WR,0,0,0,0,0,2,10,0,0,1
237,12548,Scott Chandler,BUF,TE,0,0,0,0,0,3,10,0,0,1
238,14836,Junior Hemingway,KC,WR,0,0,0,0,0,1,10,0,0,1
239,15066,Brice Butler,OAK,WR,0,0,0,0,0,2,10,0,0,1
240,15138,Eddie Lacy,GB,RB,0,0,0,10,0,0,0,0,0,1
241,15196,Kenny Stills,NO,WR,0,0,0,0,0,1,10,0,0,1
242,15261,Spencer Ware,SEA,FB,0,0,0,10,0,0,0,0,0,1
243,12412,Mike Williams,TB,WR,0,0,0,0,0,2,9,0,0,0.9
244,13273,Allen Reisner,JAX,TE,0,0,0,0,0,2,9,0,0,0.9
245,14891,Tommy Bohanon,NYJ,FB,0,0,0,12,0,1,-3,0,0,0.9
246,15082,Gavin Escobar,DAL,TE,0,0,0,0,0,1,9,0,0,0.9
247,244,Dallas Clark,BAL,TE,0,0,0,0,0,1,8,0,0,0.8
248,11413,Toby Gerhart,MIN,RB,0,0,0,5,0,1,3,0,0,0.8
249,13763,TJ Graham,BUF,WR,0,0,0,0,0,1,8,0,0,0.8
250,9369,Justin Forsett,JAX,RB,0,0,0,0,0,1,7,0,0,0.7
251,11400,Andrew Quarless,GB,TE,0,0,0,0,0,1,7,0,0,0.7
252,11712,Anquan Boldin,SF,WR,0,0,0,0,0,1,7,0,0,0.7
253,13102,Jordan Todman,JAX,RB,0,0,0,7,0,0,0,0,0,0.7
254,7591,Alfonso Smith,ARI,RB,0,0,0,1,0,1,5,0,0,0.6
255,10961,Marlon Moore,SF,WR,0,0,0,0,0,1,6,0,0,0.6
256,14764,Cory Harkey,STL,TE,0,0,0,0,0,1,6,0,0,0.6
257,12969,Mike McNeill,STL,TE,0,0,0,0,0,1,5,0,0,0.5
258,13016,Virgil Green,DEN,TE,0,0,0,0,0,1,5,0,0,0.5
259,14753,Will Ta'ufo'ou,JAX,FB,0,0,0,0,0,2,5,0,0,0.5
260,14784,Collin Mooney,TEN,FB,0,0,0,0,0,1,5,0,0,0.5
261,15676,Jeremy Ebert,JAX,WR,0,0,0,0,0,1,5,0,0,0.5
262,12285,Anthony Dixon,SF,RB,0,0,0,4,0,0,0,0,0,0.4
263,13117,Dwayne Harris,DAL,WR,0,0,0,0,0,1,4,0,0,0.4
264,14783,James Develin,NE,RB,0,0,0,0,0,1,4,0,0,0.4
265,15378,Levine Toilolo,ATL,TE,0,0,0,0,0,1,4,0,0,0.4
266,2640,Fred Davis,WAS,TE,0,0,0,0,0,1,3,0,0,0.3
267,14046,Ronnie Hillman,DEN,RB,0,0,0,3,0,0,0,0,0,0.3
268,11859,Jason Campbell,CLE,QB,6,0,0,0,0,0,0,0,0,0.24
269,12262,Jonathan Dwyer,PIT,RB,0,0,0,2,0,0,0,0,0,0.2
270,13163,Roy Helu,WAS,RB,0,0,0,0,0,1,2,0,0,0.2
271,15230,Stepfan Taylor,ARI,RB,0,0,0,2,0,0,0,0,0,0.2
272,1891,Tashard Choice,BUF,RB,0,0,0,0,0,1,1,0,0,0.1
273,12136,Leon Washington,NE,RB,0,0,0,1,0,0,0,0,0,0.1
274,3,Craig Stevens,TEN,TE,0,0,0,0,0,0,0,0,0,0
275,127,Jeremy Zuttah,TB,C,0,0,0,0,0,0,0,0,0,0
276,139,Tori Gurley,CLE,WR,0,0,0,0,0,0,0,0,0,0
277,172,Michael Roos,TEN,LT,0,0,0,0,0,0,0,0,0,0
278,185,Brian Waters,DAL,G,0,0,0,0,0,0,0,0,0,0
279,371,Michael Bush,CHI,RB,0,0,0,0,0,0,0,0,0,0
280,423,Ryan Kalil,CAR,C,0,0,0,0,0,0,0,0,0,0
281,558,Gosder Cherilus,IND,RT,0,0,0,0,0,0,0,0,0,0
282,805,D'Brickashaw Ferguson,NYJ,LT,0,0,0,0,0,0,0,0,0,0
283,852,Jacob Tamme,DEN,TE,0,0,0,0,0,0,0,0,0,0
284,992,Kyle Cook,CIN,C,0,0,0,0,0,0,0,0,0,0
285,1019,Rashad Butler,CLE,OL,0,0,0,0,0,0,0,0,0,0
286,1034,Matt Hasselbeck,IND,QB,0,0,0,0,0,0,0,0,0,0
287,1066,Chris Chester,WAS,RG,0,0,0,0,0,0,0,0,0,0
288,1106,Nate Garner,MIA,G,0,0,0,0,0,0,0,0,0,0
289,1215,Dan Connolly,NE,RG,0,0,0,0,0,0,0,0,0,0
290,1292,Rob Turner,TEN,C,0,0,0,0,0,0,0,0,0,0
291,1507,Scott Wells,STL,C,0,0,0,0,0,0,0,0,0,0
292,1577,Joel Dreessen,DEN,TE,0,0,0,0,0,0,0,0,0,0
293,1589,John Kuhn,GB,FB,0,0,0,0,0,0,0,0,0,0
294,1786,Charlie Johnson,MIN,LG,0,0,0,0,0,0,0,0,0,0
295,1854,Domenik Hixon,CAR,WR,0,0,0,0,0,0,0,0,0,0
296,1917,Anthony Collins,CIN,OT,0,0,0,0,0,0,0,0,0,0
297,1957,Harvey Dahl,STL,RG,0,0,0,0,0,0,0,0,0,0
298,1958,Joe Staley,SF,LT,0,0,0,0,0,0,0,0,0,0
299,1968,David Stewart,TEN,RT,0,0,0,0,0,0,0,0,0,0
300,2066,Levi Brown,ARI,LT,0,0,0,0,0,0,0,0,0,0
