Rk,Player,Team,Pos,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fum Lost,Fantasy Points
44,Brandon Gibson,STL,WR,0,0,0,0,0,3,9,2,0,12.9
45,Mark Ingram,NO,RB,0,0,0,67,1,1,1,0,0,12.8
46,Jermichael Finley,GB,TE,0,0,0,0,0,3,66,1,0,12.6
47,Philip Rivers,SD,QB,258,2,2,0,0,0,0,0,1,12.32
48,Roddy White,ATL,WR,0,0,0,0,0,8,123,0,0,12.3
49,Santana Moss,WAS,WR,0,0,0,0,0,1,61,1,0,12.1
50,Dallas Clark,TB,TE,0,0,0,0,0,7,58,1,0,11.8
51,Jamaal Charles,KC,RB,0,0,0,87,0,4,31,0,0,11.8
52,Felix Jones,DAL,RB,0,0,0,43,1,2,12,0,0,11.5
53,Brandon Myers,OAK,TE,0,0,0,0,0,6,55,1,0,11.5
54,Sam Bradford,STL,QB,170,2,1,7,0,0,0,0,1,11.5
55,Brandon Stokley,DEN,WR,0,0,0,0,0,4,55,1,0,11.5
56,Shane Vereen,NE,RB,0,0,0,40,1,1,11,0,0,11.1
57,Davone Bess,MIA,WR,0,0,0,0,0,6,50,1,0,11
58,Mark Sanchez,NYJ,QB,178,1,0,-2,0,0,0,0,0,10.92
59,Aldrick Robinson,WAS,WR,0,0,0,0,0,1,49,1,0,10.9
60,Chaz Schilens,NYJ,WR,0,0,0,0,0,4,48,1,0,10.8
61,Michael Turner,ATL,RB,0,0,0,46,1,0,0,0,0,10.6
62,Demaryius Thomas,DEN,WR,0,0,0,0,0,3,42,1,0,10.2
63,Matthew Stafford,DET,QB,266,1,2,12,0,0,0,0,1,9.84
64,Ray Rice,BAL,RB,0,0,0,40,0,5,53,0,0,9.3
65,LeSean McCoy,PHI,RB,0,0,0,45,0,6,67,0,1,9.2
66,Michael Crabtree,SF,WR,0,0,0,0,0,3,31,1,0,9.1
67,Kendall Hunter,SF,RB,0,0,0,27,1,1,3,0,0,9
68,Jimmy Graham,NO,TE,0,0,0,0,0,6,29,1,0,8.9
69,Stevan Ridley,NE,RB,0,0,0,28,1,0,0,0,0,8.8
70,Steven Jackson,STL,RB,0,0,0,81,0,2,5,0,0,8.6
71,Arian Foster,HOU,RB,0,0,0,90,0,3,15,0,1,8.5
72,Jalen Parmele,JAX,RB,0,0,0,80,0,3,3,0,0,8.3
73,Eric Decker,DEN,WR,0,0,0,0,0,2,23,1,0,8.3
74,Ryan Mathews,SD,RB,0,0,0,47,0,4,36,0,0,8.3
75,Juron Criner,OAK,WR,0,0,0,0,0,3,23,1,0,8.3
76,Alfred Morris,WAS,RB,0,0,0,76,0,1,7,0,0,8.3
77,Ryan Fitzpatrick,BUF,QB,168,0,0,15,0,0,0,0,0,8.22
78,Emmanuel Sanders,PIT,WR,0,0,0,0,0,3,82,0,0,8.2
79,Mohamed Sanu,CIN,WR,0,0,0,0,0,2,22,1,0,8.2
80,Brandon Marshall,CHI,WR,0,0,0,0,0,2,21,1,0,8.1
81,Jonathan Dwyer,PIT,RB,0,0,0,55,0,3,26,0,0,8.1
82,Delone Carter,IND,RB,0,0,0,21,1,0,0,0,0,8.1
83,Wes Welker,NE,WR,0,0,0,0,0,7,80,0,0,8
84,James Casey,HOU,FB,0,0,0,0,0,3,20,1,0,8
85,James Starks,GB,RB,0,0,0,74,0,1,6,0,0,8
86,Steve Johnson,BUF,WR,0,0,0,0,0,6,79,0,0,7.9
87,Anquan Boldin,BAL,WR,0,0,0,0,0,8,79,0,0,7.9
88,Vick Ballard,IND,RB,0,0,0,72,0,1,7,0,0,7.9
89,Frank Gore,SF,RB,0,0,0,78,0,0,0,0,0,7.8
90,Logan Paulsen,WAS,TE,0,0,0,0,0,1,17,1,0,7.7
91,Cedric Peerman,CIN,RB,0,0,0,75,0,0,0,0,0,7.5
92,Willis McGahee,DEN,RB,0,0,0,55,0,1,18,0,0,7.3
93,Tony Moeaki,KC,TE,0,0,0,0,0,4,73,0,0,7.3
94,Reggie Wayne,IND,WR,0,0,0,0,0,7,72,0,0,7.2
95,Marques Colston,NO,WR,0,0,0,0,0,4,69,0,0,6.9
96,Darrius Heyward-Bey,OAK,WR,0,0,0,0,0,4,69,0,0,6.9
97,Jermaine Gresham,CIN,TE,0,0,0,0,0,6,69,0,0,6.9
98,Keshawn Martin,HOU,WR,0,0,0,0,0,1,9,1,0,6.9
99,Dwayne Allen,IND,TE,0,0,0,0,0,6,69,0,0,6.9
100,Matt Forte,CHI,RB,0,0,0,63,0,3,4,0,0,6.7
101,Malcom Floyd,SD,WR,0,0,0,0,0,4,67,0,0,6.7
102,Darrel Young,WAS,FB,0,0,0,0,0,1,6,1,0,6.6
103,Justin Forsett,HOU,RB,0,0,0,59,0,1,6,0,0,6.5
104,Joe Flacco,BAL,QB,164,0,0,-1,0,0,0,0,0,6.46
105,Shonn Greene,NYJ,RB,0,0,0,64,0,0,0,0,0,6.4
106,Ryan Tannehill,MIA,QB,141,1,2,7,0,0,0,0,0,6.34
107,Nate Byham,TB,TE,0,0,0,0,0,1,3,1,0,6.3
108,Steve Smith,CAR,WR,0,0,0,0,0,5,61,0,0,6.1
109,Riley Cooper,PHI,WR,0,0,0,0,0,5,61,0,0,6.1
110,Kyle Williams,SF,WR,0,0,0,0,0,2,60,0,0,6
111,Ronnie Hillman,DEN,RB,0,0,0,43,0,2,16,0,0,5.9
112,Pierre Thomas,NO,RB,0,0,0,30,0,3,28,0,0,5.8
113,Miles Austin,DAL,WR,0,0,0,0,0,6,58,0,0,5.8
114,Owen Daniels,HOU,TE,0,0,0,0,0,6,57,0,0,5.7
115,Jason Campbell,CHI,QB,107,1,2,13,0,0,0,0,0,5.58
116,Kevin Walter,HOU,WR,0,0,0,0,0,6,54,0,0,5.4
117,Jacob Tamme,DEN,TE,0,0,0,0,0,4,53,0,0,5.3
118,Greg Little,CLE,WR,0,0,0,0,0,3,53,0,0,5.3
119,Josh Gordon,CLE,WR,0,0,0,0,0,5,53,0,0,5.3
120,Jason Witten,DAL,TE,0,0,0,0,0,7,51,0,0,5.1
121,Jacquizz Rodgers,ATL,RB,0,0,0,16,0,5,35,0,0,5.1
122,Rashard Mendenhall,PIT,RB,0,0,0,33,0,3,17,0,0,5
123,Harry Douglas,ATL,WR,0,0,0,0,0,5,48,0,0,4.8
124,Austin Pettis,STL,WR,0,0,0,0,0,2,46,0,0,4.6
125,LaVon Brazill,IND,WR,0,0,0,0,0,2,46,0,0,4.6
126,Mario Manningham,SF,WR,0,0,0,0,0,2,45,0,0,4.5
127,Jordy Nelson,GB,WR,0,0,0,0,0,3,45,0,0,4.5
128,Brandon Lloyd,NE,WR,0,0,0,0,0,4,45,0,0,4.5
129,Brady Quinn,KC,QB,95,0,0,7,0,0,0,0,0,4.5
130,Greg Olsen,CAR,TE,0,0,0,0,0,2,42,0,0,4.2
131,Brent Celek,PHI,TE,0,0,0,0,0,5,42,0,0,4.2
132,Jeremy Kerley,NYJ,WR,0,0,0,-1,0,3,43,0,0,4.2
133,Nick Foles,PHI,QB,204,0,2,0,0,0,0,0,0,4.16
134,Danny Amendola,STL,WR,0,0,0,0,0,7,41,0,0,4.1
135,Matt Cassel,KC,QB,93,0,0,0,0,0,0,0,0,3.72
136,Dexter McCluster,KC,WR,0,0,0,0,0,3,37,0,0,3.7
137,Chris Ivory,NO,RB,0,0,0,37,0,0,0,0,0,3.7
138,Lance Ball,DEN,RB,0,0,0,35,0,3,21,0,1,3.6
139,Reggie Bush,MIA,RB,0,0,0,20,0,2,15,0,0,3.5
140,Bryce Brown,PHI,RB,0,0,0,35,0,0,0,0,0,3.5
141,Ryan Broyles,DET,WR,0,0,0,0,0,2,35,0,0,3.5
142,Donnie Avery,IND,WR,0,0,0,0,0,3,34,0,0,3.4
143,James Jones,GB,WR,0,0,0,0,0,2,33,0,0,3.3
144,Terrance Copper,KC,WR,0,0,0,0,0,3,33,0,0,3.3
145,Tony Gonzalez,ATL,TE,0,0,0,0,0,3,33,0,0,3.3
146,Daniel Thomas,MIA,RB,0,0,0,33,0,0,0,0,0,3.3
147,Julio Jones,ATL,WR,0,0,0,0,0,3,33,0,0,3.3
148,Joe McKnight,NYJ,RB,0,0,0,14,0,1,18,0,0,3.2
149,Scott Chandler,BUF,TE,0,0,0,0,0,2,30,0,0,3
150,Leonard Hankerson,WAS,WR,0,0,0,0,0,2,30,0,0,3
151,Jeremy Stewart,OAK,RB,0,0,0,7,0,1,23,0,0,3
152,Brian Hartline,MIA,WR,0,0,0,0,0,4,49,0,1,2.9
153,Mike Williams,TB,WR,0,0,0,0,0,3,29,0,0,2.9
154,Joel Dreessen,DEN,TE,0,0,0,0,0,4,28,0,0,2.8
155,Early Doucet,ARI,WR,0,0,0,0,0,5,28,0,0,2.8
156,Michael Bush,CHI,RB,0,0,0,9,0,1,18,0,0,2.7
157,Rod Streater,OAK,WR,0,0,0,0,0,2,26,0,0,2.6
158,DJ Ware,TB,RB,0,0,0,2,0,3,23,0,0,2.5
159,Josh Morgan,WAS,WR,0,0,0,0,0,3,25,0,0,2.5
160,Ladarius Green,SD,TE,0,0,0,0,0,3,25,0,0,2.5
161,Travaris Cadet,NO,RB,0,0,0,0,0,2,25,0,0,2.5
162,Brandon Tate,CIN,WR,0,0,0,0,0,1,24,0,0,2.4
163,Titus Young,DET,WR,0,0,0,0,0,1,24,0,0,2.4
164,Daryl Richardson,STL,RB,0,0,0,26,0,1,18,0,1,2.4
165,Devin Hester,CHI,WR,0,0,0,0,0,3,23,0,0,2.3
166,Donald Brown,IND,RB,0,0,0,17,0,2,6,0,0,2.3
167,Montario Hardesty,CLE,RB,0,0,0,23,0,0,0,0,0,2.3
168,Jerricho Cotchery,PIT,WR,0,0,0,0,0,2,22,0,0,2.2
169,Heath Miller,PIT,TE,0,0,0,0,0,2,22,0,0,2.2
170,Brandon Pettigrew,DET,TE,0,0,0,0,0,4,22,0,0,2.2
171,Tony Scheffler,DET,TE,0,0,0,0,0,2,22,0,0,2.2
172,Clyde Gates,NYJ,WR,0,0,0,12,0,1,10,0,0,2.2
173,Chase Daniel,NO,QB,10,0,0,17,0,0,0,0,0,2.1
174,Jed Collins,NO,FB,0,0,0,0,0,2,21,0,0,2.1
175,Damaris Johnson,PHI,WR,0,0,0,0,0,1,21,0,0,2.1
176,Kellen Davis,CHI,TE,0,0,0,0,0,2,20,0,0,2
177,Dwayne Harris,DAL,WR,0,0,0,0,0,3,20,0,0,2
178,Rishard Matthews,MIA,WR,0,0,0,0,0,1,19,0,0,1.9
179,Chris Givens,STL,WR,0,0,0,0,0,4,19,0,0,1.9
180,Bernard Pierce,BAL,RB,0,0,0,8,0,1,11,0,0,1.9
181,DeAngelo Williams,CAR,RB,0,0,0,18,0,0,0,0,0,1.8
182,Tiquan Underwood,TB,WR,0,0,0,0,0,1,18,0,0,1.8
183,Micheal Spurlock,JAX,WR,0,0,0,0,0,2,18,0,0,1.8
184,Konrad Reuland,NYJ,TE,0,0,0,0,0,1,18,0,0,1.8
185,Michael Floyd,ARI,WR,0,0,0,0,0,2,18,0,0,1.8
186,Matt Ryan,ATL,QB,301,0,5,-3,0,0,0,0,0,1.74
187,Antonio Gates,SD,TE,0,0,0,0,0,2,17,0,0,1.7
188,Will Heller,DET,TE,0,0,0,0,0,1,17,0,0,1.7
189,Derek Hagan,OAK,WR,0,0,0,0,0,1,17,0,0,1.7
190,Dustin Keller,NYJ,TE,0,0,0,0,0,2,16,0,0,1.6
191,Lance Dunbar,DAL,RB,0,0,0,10,0,2,6,0,0,1.6
192,Ronnie Brown,SD,RB,0,0,0,9,0,2,6,0,0,1.5
193,Alshon Jeffery,CHI,WR,0,0,0,0,0,2,15,0,0,1.5
194,Tashard Choice,BUF,RB,0,0,0,14,0,1,0,0,0,1.4
195,Mike Tolbert,CAR,FB,0,0,0,0,0,2,14,0,0,1.4
196,Matt Willis,DEN,WR,0,0,0,0,0,2,14,0,0,1.4
197,Lance Kendricks,STL,TE,0,0,0,0,0,2,14,0,0,1.4
198,Steve Breaston,KC,WR,0,0,0,0,0,1,13,0,0,1.3
199,Randy Moss,SF,WR,0,0,0,0,0,1,12,0,0,1.2
200,Donald Driver,GB,WR,0,0,0,0,0,1,12,0,0,1.2
201,Louis Murphy,CAR,WR,0,0,0,0,0,1,12,0,0,1.2
202,Larry Fitzgerald,ARI,WR,0,0,0,0,0,1,11,0,0,1.1
203,Brian Leonard,CIN,RB,0,0,0,0,0,1,11,0,0,1.1
204,Donald Jones,BUF,WR,0,0,0,0,0,2,11,0,0,1.1
205,Lestar Jean,HOU,WR,0,0,0,0,0,1,11,0,0,1.1
206,Shaun Draughn,KC,RB,0,0,0,10,0,2,1,0,0,1.1
207,Robert Meachem,SD,WR,0,0,0,0,0,1,10,0,0,1
208,Kevin Ogletree,DAL,WR,0,0,0,0,0,1,10,0,0,1
209,William Powell,ARI,RB,0,0,0,10,0,0,0,0,0,1
210,Delanie Walker,SF,TE,0,0,0,0,0,1,9,0,0,0.9
211,Joique Bell,DET,RB,0,0,0,4,0,1,5,0,0,0.9
212,Stanley Havili,PHI,FB,0,0,0,0,0,1,9,0,0,0.9
213,Mike McNeill,STL,TE,0,0,0,0,0,1,9,0,0,0.9
214,Brian Quick,STL,WR,0,0,0,0,0,1,9,0,0,0.9
215,Anthony Fasano,MIA,TE,0,0,0,0,0,1,8,0,0,0.8
216,Ed Dickson,BAL,TE,0,0,0,0,0,2,8,0,0,0.8
217,Cole Beasley,DAL,WR,0,0,0,0,0,1,8,0,0,0.8
218,Jeff Cumberland,NYJ,TE,0,0,0,0,0,1,7,0,0,0.7
219,Andre Roberts,ARI,WR,0,0,0,0,0,1,7,0,0,0.7
220,Torrey Smith,BAL,WR,0,0,0,0,0,1,7,0,0,0.7
221,David Gilreath,PIT,WR,0,0,0,7,0,0,0,0,0,0.7
222,Mike Thomas,DET,WR,0,0,0,6,0,0,0,0,0,0.6
223,Earl Bennett,CHI,WR,0,0,0,0,0,1,6,0,0,0.6
224,Brandon Banks,WAS,WR,0,0,0,6,0,1,0,0,0,0.6
225,Anthony Dixon,SF,RB,0,0,0,6,0,0,0,0,0,0.6
226,Ryan Whalen,CIN,WR,0,0,0,0,0,1,6,0,0,0.6
227,David Paulson,PIT,TE,0,0,0,0,0,1,6,0,0,0.6
228,Josh Cooper,CLE,WR,0,0,0,0,0,1,6,0,0,0.6
229,Ryan Lindley,ARI,QB,64,0,0,0,0,0,0,0,1,0.56
230,DeSean Jackson,PHI,WR,0,0,0,0,0,2,5,0,0,0.5
231,Pierre Garcon,WAS,WR,0,0,0,0,0,3,5,0,0,0.5
232,Isaac Redman,PIT,RB,0,0,0,5,0,0,0,0,0,0.5
233,Dennis Pitta,BAL,TE,0,0,0,0,0,1,5,0,0,0.5
234,TJ Graham,BUF,WR,0,0,0,0,0,2,5,0,0,0.5
235,Robert Hughes,IND,FB,0,0,0,5,0,0,0,0,0,0.5
236,Kevin Smith,DET,RB,0,0,0,4,0,0,0,0,0,0.4
237,Jason Snelling,ATL,RB,0,0,0,-1,0,3,25,0,1,0.4
238,Mike Wallace,PIT,WR,0,0,0,0,0,4,24,0,1,0.4
239,Dorin Dickerson,BUF,FB,0,0,0,0,0,1,4,0,0,0.4
240,Denarius Moore,OAK,WR,0,0,0,-5,0,1,9,0,0,0.4
241,Drew Davis,ATL,WR,0,0,0,0,0,1,4,0,0,0.4
242,Lawrence Vickers,DAL,FB,0,0,0,0,0,1,3,0,0,0.3
243,Devery Henderson,NO,WR,0,0,0,0,0,1,3,0,0,0.3
244,Baron Batch,PIT,RB,0,0,0,3,0,0,0,0,0,0.3
245,Evan Royster,WAS,RB,0,0,0,3,0,0,0,0,0,0.3
246,John Skelton,ARI,QB,6,0,0,0,0,0,0,0,0,0.24
247,Alex Smith,CLE,TE,0,0,0,0,0,1,2,0,0,0.2
248,Jacoby Jones,BAL,WR,0,0,0,0,0,2,1,0,0,0.1
249,Chris Ogbonnaya,CLE,RB,0,0,0,1,0,0,0,0,0,0.1
250,Ryan Cook,DAL,OL,0,0,0,0,0,0,0,0,0,0
251,Jeremy Zuttah,TB,LG,0,0,0,0,0,0,0,0,0,0
252,Gosder Cherilus,DET,RT,0,0,0,0,0,0,0,0,0,0
253,Jeff Saturday,GB,C,0,0,0,0,0,0,0,0,0,0
254,Mike Cox,ATL,FB,0,0,0,0,0,0,0,0,0,0
255,D'Brickashaw Ferguson,NYJ,LT,0,0,0,0,0,0,0,0,0,0
256,Maurice Stovall,JAX,WR,0,0,0,0,0,0,0,0,0,0
257,Chris Chester,WAS,RG,0,0,0,0,0,0,0,0,0,0
258,Nate Garner,MIA,G,0,0,0,0,0,0,0,0,0,0
259,Dan Connolly,NE,OL,0,0,0,0,0,0,0,0,0,0
260,Rob Turner,STL,C,0,0,0,0,0,0,0,0,0,0
261,Jason Hill,NYJ,WR,0,0,0,0,0,0,0,0,0,0
262,Visanthe Shiancoe,NE,TE,0,0,0,0,0,0,0,0,0,0
263,Demetress Bell,PHI,T,0,0,0,0,0,0,0,0,0,0
264,Vonta Leach,BAL,FB,0,0,0,0,0,0,0,0,0,0
265,Anthony Collins,CIN,OT,0,0,0,0,0,0,0,0,0,0
266,Harvey Dahl,STL,RG,0,0,0,0,0,0,0,0,0,0
267,Joe Staley,SF,LT,0,0,0,0,0,0,0,0,0,0
268,Jason Avant,PHI,WR,0,0,0,0,0,0,0,0,0,0
269,Nick Mangold,NYJ,C,0,0,0,0,0,0,0,0,0,0
270,Roberto Garza,CHI,C,0,0,0,0,0,0,0,0,0,0
271,Brandon Moore,NYJ,RG,0,0,0,0,0,0,0,0,0,0
272,Chris Spencer,CHI,OL,0,0,0,0,0,0,0,0,0,0
273,Brandon Jacobs,SF,RB,0,0,0,0,0,0,0,0,0,0
274,Branden Albert,KC,LT,0,0,0,0,0,0,0,0,0,0
275,Dante Rosario,SD,TE,0,0,0,0,0,0,0,0,0,0
276,Jeromey Clary,SD,RT,0,0,0,0,0,0,0,0,0,0
277,Jeff King,ARI,TE,0,0,0,0,0,0,0,0,0,0
278,Chris Kuper,DEN,G,0,0,0,0,0,0,0,0,0,0
279,Winston Justice,IND,RT,0,0,0,0,0,0,0,0,0,0
280,Derrick Dockery,DAL,RG,0,0,0,0,0,0,0,0,0,0
281,Jeremy Bridges,CAR,G,0,0,0,0,0,0,0,0,0,0
282,Roscoe Parrish,TB,WR,0,0,0,0,0,0,0,0,0,0
283,Jahri Evans,NO,RG,0,0,0,0,0,0,0,0,0,0
284,Jeff Backus,DET,LT,0,0,0,0,0,0,0,0,0,0
285,Ryan Clady,DEN,LT,0,0,0,0,0,0,0,0,0,0
286,LeRon McClain,SD,FB,0,0,0,0,0,0,0,0,0,0
287,Doug Free,DAL,RT,0,0,0,0,0,0,0,0,0,0
288,Josh Sitton,GB,RG,0,0,0,0,0,0,0,0,0,0
289,Eric Weems,CHI,WR,0,0,0,0,0,0,0,0,0,0
290,Duane Brown,HOU,LT,0,0,0,0,0,0,0,0,0,0
291,Dan Koppen,DEN,C,0,0,0,0,0,0,0,0,0,0
292,Greg Jones,JAX,FB,0,0,0,0,0,0,0,0,0,0
293,Will Montgomery,WAS,C,0,0,0,0,0,0,0,0,0,0
294,Ben Roethlisberger,PIT,QB,0,0,0,0,0,0,0,0,0,0
295,Brandon Jackson,CLE,RB,0,0,0,0,0,0,0,0,0,0
296,Bryant McKinnie,BAL,T,0,0,0,0,0,0,0,0,0,0
297,Andre Caldwell,DEN,WR,0,0,0,0,0,0,0,0,0,0
298,Tyson Clabo,ATL,RT,0,0,0,0,0,0,0,0,0,0
299,Dominic Raiola,DET,C,0,0,0,0,0,0,0,0,0,0
300,Tarvaris Jackson,BUF,QB,0,0,0,0,0,0,0,0,0,0
