Rk,ID,Player,Team,Pos,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fum Lost,Fantasy Points
55,6739,Alex Smith,KC,QB,137,2,0,7,0,0,0,0,0,14.18
56,14187,Alshon Jeffery,CHI,WR,0,0,0,-7,0,5,84,1,0,13.7
57,12239,Chris Ivory,NYJ,RB,0,0,0,76,1,0,0,0,0,13.6
58,9739,Hakeem Nicks,NYG,WR,0,0,0,0,0,5,135,0,0,13.5
59,11101,Garrett Graham,HOU,TE,0,0,0,0,0,8,73,1,0,13.3
60,12386,Marshawn Lynch,SEA,RB,0,0,0,72,1,0,0,0,0,13.2
61,12845,AJ Green,CIN,WR,0,0,0,0,0,6,72,1,0,13.2
62,3895,Matt Flynn,GB,QB,258,1,1,28,0,0,0,0,1,13.12
63,3519,Vincent Jackson,TB,WR,0,0,0,0,0,3,70,1,0,13
64,7203,Dwayne Bowe,KC,WR,0,0,0,0,0,4,70,1,0,13
65,15263,Luke Willson,SEA,TE,0,0,0,0,0,3,70,1,0,13
66,11413,Toby Gerhart,MIN,RB,0,0,0,89,1,0,0,0,1,12.9
67,11400,Andrew Quarless,GB,TE,0,0,0,0,0,6,66,1,0,12.6
68,11063,Emmanuel Sanders,PIT,WR,0,0,0,0,0,4,65,1,0,12.5
69,7308,Maurice Jones-Drew,JAX,RB,0,0,0,103,0,2,20,0,0,12.3
70,15224,Andre Ellington,ARI,RB,0,0,0,46,1,2,17,0,0,12.3
71,732,Matt Ryan,ATL,QB,206,2,1,0,0,0,0,0,1,12.24
72,4631,Wes Welker,DEN,WR,0,0,0,0,0,5,61,1,0,12.1
73,13443,Colin Kaepernick,SF,QB,175,1,1,31,0,0,0,0,0,12.1
74,11667,Brandon Marshall,CHI,WR,0,0,0,0,0,6,100,0,0,12
75,4104,Jerricho Cotchery,PIT,WR,0,0,0,0,0,5,57,1,0,11.7
76,13870,Marvin Jones,CIN,WR,0,0,0,-3,0,3,60,1,0,11.7
77,371,Michael Bush,CHI,RB,0,0,0,38,0,1,17,1,0,11.5
78,14257,Robert Griffin III,WAS,QB,164,1,1,29,0,0,0,0,0,11.46
79,15085,Joseph Randle,DAL,RB,0,0,0,53,1,0,0,0,0,11.3
80,8330,Brian Hartline,MIA,WR,0,0,0,0,0,5,51,1,0,11.1
81,5820,Frank Gore,SF,RB,0,0,0,110,0,0,0,0,0,11
82,13735,Chris Polk,PHI,RB,0,0,0,50,1,0,0,0,0,11
83,547,Ray Rice,BAL,RB,0,0,0,67,0,5,42,0,0,10.9
84,3943,DeSean Jackson,PHI,WR,0,0,0,-10,0,4,59,1,0,10.9
85,4358,Steve Smith,CAR,WR,0,0,0,0,0,6,49,1,0,10.9
86,4577,Gary Barnidge,CLE,TE,0,0,0,0,0,2,49,1,0,10.9
87,7857,Jerome Simpson,MIN,WR,0,0,0,0,0,4,48,1,0,10.8
88,11017,Dennis Pitta,BAL,TE,0,0,0,0,0,6,48,1,0,10.8
89,15045,Knile Davis,KC,RB,0,0,0,30,1,1,17,0,0,10.7
90,4633,Matt Schaub,HOU,QB,198,1,1,7,0,0,0,0,0,10.62
91,12794,Jeremy Kerley,NYJ,WR,0,0,0,3,0,4,41,1,0,10.4
92,4932,Eli Manning,NYG,QB,259,1,2,0,0,0,0,0,0,10.36
93,3061,Marcedes Lewis,JAX,TE,0,0,0,0,0,2,42,1,0,10.2
94,14536,Russell Wilson,SEA,QB,199,1,1,2,0,0,0,0,0,10.16
95,3931,Rashard Mendenhall,ARI,RB,0,0,0,41,1,0,0,0,0,10.1
96,11026,Jermaine Gresham,CIN,TE,0,0,0,0,0,5,41,1,0,10.1
97,15694,Case Keenum,HOU,QB,159,1,1,13,0,0,0,0,0,9.66
98,9906,Danny Amendola,NE,WR,0,0,0,0,0,4,36,1,0,9.6
99,13284,Drew Davis,ATL,WR,0,0,0,0,0,1,36,1,0,9.6
100,6828,Chris Johnson,TEN,RB,0,0,0,46,1,2,9,0,1,9.5
101,13027,Julius Thomas,DEN,TE,0,0,0,0,0,5,35,1,0,9.5
102,13102,Jordan Todman,JAX,RB,0,0,0,14,0,1,21,1,0,9.5
103,11313,Riley Cooper,PHI,WR,0,0,0,0,0,3,74,0,0,9.4
104,11712,Anquan Boldin,SF,WR,0,0,0,0,0,6,93,0,0,9.3
105,8283,Ryan Fitzpatrick,TEN,QB,172,1,1,4,0,0,0,0,0,9.28
106,13902,Trent Richardson,IND,RB,0,0,0,20,0,5,68,0,0,8.8
107,13974,Keshawn Martin,HOU,WR,0,0,0,0,0,4,28,1,0,8.8
108,8778,Brandon Myers,NYG,TE,0,0,0,0,0,4,26,1,0,8.6
109,4556,Jordy Nelson,GB,WR,0,0,0,0,0,4,85,0,0,8.5
110,9108,Tony Gonzalez,ATL,TE,0,0,0,0,0,3,25,1,0,8.5
111,11345,Logan Paulsen,WAS,TE,0,0,0,0,0,3,44,1,1,8.4
112,15221,Zac Stacy,STL,RB,0,0,0,25,1,3,-3,0,0,8.2
113,5084,Vernon Davis,SF,TE,0,0,0,0,0,2,21,1,0,8.1
114,15072,Mychal Rivera,OAK,TE,0,0,0,0,0,5,21,1,0,8.1
115,15367,Tim Wright,TB,TE,0,0,0,0,0,2,21,1,0,8.1
116,1652,Steven Jackson,ATL,RB,0,0,0,71,0,1,9,0,0,8
117,14141,Cole Beasley,DAL,WR,0,0,0,0,0,2,20,1,0,8
118,14967,Le'Veon Bell,PIT,RB,0,0,0,61,0,5,19,0,0,8
119,8967,Earl Bennett,CHI,WR,0,0,0,0,0,2,18,1,0,7.8
120,12536,Andre Brown,NYG,RB,0,0,0,81,0,3,15,0,1,7.6
121,14986,DeAndre Hopkins,HOU,WR,0,0,0,0,0,3,76,0,0,7.6
122,15201,Mike Glennon,TB,QB,90,2,2,0,0,0,0,0,0,7.6
123,15019,Ace Sanders,JAX,WR,21,1,0,0,0,3,26,0,0,7.44
124,204,Roddy White,ATL,WR,0,0,0,0,0,8,74,0,0,7.4
125,12296,LeGarrette Blount,NE,RB,0,0,0,42,0,1,32,0,0,7.4
126,13002,Cecil Shorts,JAX,WR,0,0,0,0,0,2,13,1,0,7.3
127,11270,Dez Bryant,DAL,WR,0,0,0,0,0,2,12,1,0,7.2
128,11747,Peyton Hillis,NYG,RB,0,0,0,11,1,0,0,0,0,7.1
129,722,Jason Witten,DAL,TE,0,0,0,0,0,1,10,1,0,7
130,12153,Ed Dickson,BAL,TE,0,0,0,0,0,2,8,1,0,6.8
131,2950,Steve Johnson,BUF,WR,0,0,0,0,0,5,67,0,0,6.7
132,13171,Aldrick Robinson,WAS,WR,0,0,0,0,0,4,67,0,0,6.7
133,11611,Golden Tate,SEA,WR,0,0,0,0,0,6,65,0,0,6.5
134,15215,Tavon Austin,STL,WR,0,0,0,56,0,1,9,0,0,6.5
135,7580,DeAngelo Williams,CAR,RB,0,0,0,52,0,1,11,0,0,6.3
136,13264,Andre Holmes,OAK,WR,0,0,0,0,0,3,63,0,0,6.3
137,6198,Darren Sproles,NO,RB,0,0,0,38,0,3,23,0,0,6.1
138,9249,Kellen Winslow,NYJ,TE,0,0,0,0,0,3,61,0,0,6.1
139,9038,Matthew Stafford,DET,QB,151,0,0,-1,0,0,0,0,1,5.94
140,7635,Heath Miller,PIT,TE,0,0,0,0,0,3,56,0,0,5.6
141,13557,Ben Tate,HOU,RB,0,0,0,53,0,2,3,0,0,5.6
142,11697,Santonio Holmes,NYJ,WR,0,0,0,0,0,3,55,0,0,5.5
143,6597,Greg Jennings,MIN,WR,0,0,0,0,0,5,53,0,0,5.3
144,6029,Calvin Johnson,DET,WR,0,0,0,0,0,3,52,0,0,5.2
145,7884,Antonio Gates,SD,TE,0,0,0,0,0,4,50,0,0,5
146,8534,Jared Cook,STL,TE,0,0,0,0,0,3,49,0,0,4.9
147,14883,Josh Boyce,NE,WR,0,0,0,0,0,3,49,0,0,4.9
148,10949,CJ Spiller,BUF,RB,0,0,0,22,0,1,26,0,0,4.8
149,852,Jacob Tamme,DEN,TE,0,0,0,0,0,4,47,0,0,4.7
150,13299,Jacquizz Rodgers,ATL,RB,0,0,0,14,0,3,33,0,0,4.7
151,15216,Stedman Bailey,STL,WR,0,0,0,0,0,3,46,0,0,4.6
152,1181,Martellus Bennett,CHI,TE,0,0,0,0,0,5,43,0,0,4.3
153,5054,Kellen Clemens,STL,QB,181,0,2,10,0,0,0,0,0,4.24
154,12246,Victor Cruz,NYG,WR,0,0,0,0,0,5,42,0,0,4.2
155,13406,Rob Housler,ARI,TE,0,0,0,0,0,3,42,0,0,4.2
156,1658,Greg Olsen,CAR,TE,0,0,0,0,0,8,40,0,0,4
157,6768,Lance Moore,NO,WR,0,0,0,0,0,3,40,0,0,4
158,9331,Michael Crabtree,SF,WR,0,0,0,0,0,4,40,0,0,4
159,13719,Bryce Brown,PHI,RB,0,0,0,19,0,0,0,0,0,3.9
160,5701,Fred Jackson,BUF,RB,0,0,0,12,0,4,26,0,0,3.8
161,12800,Bilal Powell,NYJ,RB,0,0,0,14,0,1,24,0,0,3.8
162,6767,Pierre Garcon,WAS,WR,0,0,0,0,0,5,37,0,0,3.7
163,12774,Stevan Ridley,NE,RB,0,0,0,35,0,1,2,0,0,3.7
164,13460,Doug Baldwin,SEA,WR,0,0,0,0,0,3,36,0,0,3.6
165,15088,Terrance Williams,DAL,WR,0,0,0,0,0,2,36,0,0,3.6
166,5100,Jacoby Jones,BAL,WR,0,0,0,-4,0,4,37,0,0,3.3
167,7451,Willis McGahee,CLE,RB,0,0,0,33,0,1,0,0,0,3.3
168,9277,Chris Ogbonnaya,CLE,FB,0,0,0,8,0,3,25,0,0,3.3
169,13791,Lamar Miller,MIA,RB,0,0,0,20,0,2,13,0,0,3.3
170,5451,Jonathan Stewart,CAR,RB,0,0,0,16,0,1,16,0,0,3.2
171,10946,David Nelson,NYJ,WR,0,0,0,0,0,4,32,0,0,3.2
172,10974,Rob Gronkowski,NE,TE,0,0,0,0,0,2,32,0,0,3.2
173,15082,Gavin Escobar,DAL,TE,0,0,0,0,0,2,32,0,0,3.2
174,15509,Jaron Brown,ARI,WR,0,0,0,0,0,1,32,0,0,3.2
175,12830,Torrey Smith,BAL,WR,0,0,0,0,0,1,11,0,0,3.1
176,13997,Coby Fleener,IND,TE,0,0,0,0,0,5,31,0,0,3.1
177,14269,Alfred Morris,WAS,RB,0,0,0,31,0,0,0,0,0,3.1
178,14783,James Develin,NE,FB,0,0,0,0,0,1,31,0,0,3.1
179,1944,Santana Moss,WAS,WR,0,0,0,0,0,3,30,0,0,3
180,13078,Vincent Brown,SD,WR,0,0,0,0,0,3,30,0,0,3
181,4738,Mike Tolbert,CAR,FB,0,0,0,12,0,2,17,0,0,2.9
182,5511,Brent Celek,PHI,TE,0,0,0,0,0,2,29,0,0,2.9
183,8604,Donald Brown,IND,RB,0,0,0,11,0,4,18,0,0,2.9
184,957,Pierre Thomas,NO,RB,0,0,0,14,0,4,14,0,0,2.8
185,4276,Brandon Bostick,GB,TE,0,0,0,0,0,2,28,0,0,2.8
186,13446,Bruce Miller,SF,FB,0,0,0,6,0,3,21,0,0,2.7
187,14242,Rueben Randle,NYG,WR,0,0,0,0,0,2,27,0,0,2.7
188,8438,Brian Leonard,TB,RB,0,0,0,26,0,0,0,0,0,2.6
189,13878,Mohamed Sanu,CIN,WR,0,0,0,0,0,2,26,0,0,2.6
190,14478,Michael Floyd,ARI,WR,0,0,0,0,0,2,26,0,0,2.6
191,13170,Niles Paul,WAS,TE,0,0,0,0,0,1,25,0,0,2.5
192,15207,Benny Cunningham,STL,RB,0,0,0,9,0,2,16,0,0,2.5
193,15230,Stepfan Taylor,ARI,RB,0,0,0,9,0,3,16,0,0,2.5
194,8564,Nate Washington,TEN,WR,0,0,0,0,0,2,24,0,0,2.4
195,12548,Scott Chandler,BUF,TE,0,0,0,0,0,2,24,0,0,2.4
196,15616,Fozzy Whittaker,CLE,RB,0,0,0,6,0,3,18,0,0,2.4
197,14252,Kirk Cousins,WAS,QB,59,0,0,0,0,0,0,0,0,2.36
198,8771,Darrius Heyward-Bey,IND,WR,0,0,0,0,0,2,23,0,0,2.3
199,9588,Brandon Pettigrew,DET,TE,0,0,0,0,0,1,23,0,0,2.3
200,14275,Jarrett Boykin,GB,WR,0,0,0,0,0,2,23,0,0,2.3
201,14868,EJ Manuel,BUF,QB,184,0,4,29,0,0,0,0,0,2.26
202,11463,Brandon LaFell,CAR,WR,0,0,0,0,0,2,22,0,0,2.2
203,15196,Kenny Stills,NO,WR,0,0,0,0,0,2,22,0,0,2.2
204,11220,Dexter McCluster,KC,WR,0,0,0,0,0,4,21,0,0,2.1
205,14405,Chris Givens,STL,WR,0,0,0,0,0,1,21,0,0,2.1
206,6211,Harry Douglas,ATL,WR,0,0,0,0,0,2,20,0,0,2
207,11756,Benjamin Watson,NO,TE,0,0,0,0,0,1,20,0,0,2
208,14820,Sean McGrath,KC,TE,0,0,0,0,0,2,20,0,0,2
209,14871,Robert Woods,BUF,WR,0,0,0,0,0,3,20,0,0,2
210,14918,Tyler Eifert,CIN,TE,0,0,0,0,0,3,20,0,0,2
211,3330,Miles Austin,DAL,WR,0,0,0,0,0,2,19,0,0,1.9
212,3878,John Carlson,MIN,TE,0,0,0,0,0,2,19,0,0,1.9
213,6302,James Jones,GB,WR,0,0,0,0,0,4,19,0,0,1.9
214,8529,Mike Wallace,MIA,WR,0,0,0,0,0,2,19,0,0,1.9
215,12506,James Starks,GB,RB,0,0,0,19,0,0,0,0,0,1.9
216,13391,Austin Pettis,STL,WR,0,0,0,0,0,1,19,0,0,1.9
217,11982,Nate Burleson,DET,WR,0,0,0,0,0,2,18,0,0,1.8
218,4807,Adrian Peterson,MIN,RB,0,0,0,13,0,1,4,0,0,1.7
219,13957,Kendall Wright,TEN,WR,0,0,0,0,0,2,17,0,0,1.7
220,14687,Bernard Pierce,BAL,RB,0,0,0,12,0,1,5,0,0,1.7
221,15314,Michael Hill,TB,RB,0,0,0,17,0,0,0,0,0,1.7
222,8703,Kyle Orton,DAL,QB,40,0,0,0,0,0,0,0,0,1.6
223,13440,Kendall Hunter,SF,RB,0,0,0,16,0,0,0,0,0,1.6
224,14817,Mike Brown,JAX,WR,0,0,0,0,0,3,16,0,0,1.6
225,5537,Josh Morgan,WAS,WR,0,0,0,0,0,1,15,0,0,1.5
226,9671,Matthew Mulligan,NE,TE,0,0,0,0,0,1,15,0,0,1.5
227,13386,Lance Kendricks,STL,TE,0,0,0,0,0,1,15,0,0,1.5
228,14749,Jermaine Kearse,SEA,WR,0,0,0,0,0,2,15,0,0,1.5
229,10291,Bear Pascoe,NYG,TE,0,0,0,0,0,1,14,0,0,1.4
230,12874,Greg Little,CLE,WR,0,0,0,0,0,2,14,0,0,1.4
231,15486,Dennis Johnson,HOU,RB,0,0,0,10,0,1,4,0,0,1.4
232,2332,Dante Rosario,CHI,TE,0,0,0,0,0,1,13,0,0,1.3
233,4484,Zach Miller,SEA,TE,0,0,0,0,0,1,13,0,0,1.3
234,6458,Ronnie Brown,SD,RB,0,0,0,0,0,1,13,0,0,1.3
235,7236,Brad Smith,PHI,WR,0,0,0,0,0,1,13,0,0,1.3
236,7389,Eddie Royal,SD,WR,0,0,0,0,0,3,13,0,0,1.3
237,11555,Jim Dray,ARI,TE,0,0,0,0,0,3,32,0,1,1.2
238,13693,Terrelle Pryor,OAK,QB,20,0,0,4,0,0,0,0,0,1.2
239,14533,Robert Turbin,SEA,RB,0,0,0,12,0,0,0,0,0,1.2
240,14828,Chris Hogan,BUF,WR,0,0,0,0,0,1,12,0,0,1.2
241,15126,Theo Riddick,DET,RB,0,0,0,12,0,0,0,0,0,1.2
242,5741,Robert Meachem,NO,WR,0,0,0,4,0,1,7,0,0,1.1
243,12907,Weslye Saunders,IND,TE,0,0,0,0,0,1,11,0,0,1.1
244,14836,Junior Hemingway,KC,WR,0,0,0,0,0,1,11,0,0,1.1
245,254,Davone Bess,CLE,WR,0,0,0,0,0,1,10,0,0,1
246,14789,Jamize Olawale,OAK,FB,0,0,0,0,0,2,10,0,0,1
247,14985,Ryan Griffin,HOU,TE,0,0,0,0,0,1,10,0,0,1
248,13981,DeVier Posey,HOU,WR,0,0,0,0,0,1,9,0,0,0.9
249,14620,Will Johnson,PIT,FB,0,0,0,0,0,1,9,0,0,0.9
250,14764,Cory Harkey,STL,TE,0,0,0,0,0,1,9,0,0,0.9
251,1577,Joel Dreessen,DEN,TE,0,0,0,0,0,1,8,0,0,0.8
252,11565,Andre Roberts,ARI,WR,0,0,0,0,0,1,8,0,0,0.8
253,12262,Jonathan Dwyer,PIT,RB,0,0,0,8,0,0,0,0,0,0.8
254,14070,Cyrus Gray,KC,RB,0,0,0,8,0,0,0,0,0,0.8
255,15602,Jack Doyle,IND,TE,0,0,0,0,0,1,8,0,0,0.8
256,2730,Donnie Avery,KC,WR,0,0,0,0,0,1,7,0,0,0.7
257,7290,Felix Jones,PIT,RB,0,0,0,7,0,0,0,0,0,0.7
258,12777,Lee Smith,BUF,TE,0,0,0,0,0,1,7,0,0,0.7
259,12847,Andrew Hawkins,CIN,WR,0,0,0,0,0,1,7,0,0,0.7
260,13163,Roy Helu,WAS,RB,0,0,0,5,0,1,2,0,0,0.7
261,13249,Ryan Taylor,GB,TE,0,0,0,0,0,2,7,0,0,0.7
262,14005,TY Hilton,IND,WR,0,0,0,0,0,2,7,0,0,0.7
263,14786,Patrick DiMarco,ATL,FB,0,0,0,0,0,1,7,0,0,0.7
264,14876,Dion Sims,MIA,TE,0,0,0,0,0,1,7,0,0,0.7
265,14152,James Hanna,DAL,TE,0,0,0,0,0,1,6,0,0,0.6
266,14806,Michael Preston,TEN,WR,0,0,0,0,0,1,6,0,0,0.6
267,14891,Tommy Bohanon,NYJ,FB,0,0,0,0,0,1,6,0,0,0.6
268,15175,Ronnie Wingo,BUF,RB,0,0,0,4,0,1,2,0,0,0.6
269,15645,Khiry Robinson,NO,RB,0,0,0,6,0,0,0,0,0,0.6
270,12109,Ted Ginn,CAR,WR,0,0,0,0,0,2,5,0,0,0.5
271,13788,Rishard Matthews,MIA,WR,0,0,0,0,0,1,5,0,0,0.5
272,15816,M. White,GB,WR,0,0,0,0,0,1,5,0,0,0.5
273,8606,Austin Collie,NE,WR,0,0,0,0,0,1,4,0,0,0.4
274,13337,Mark Ingram,NO,RB,0,0,0,4,0,0,0,0,0,0.4
275,13661,Jed Collins,NO,FB,0,0,0,0,0,1,4,0,0,0.4
276,13800,Marcus Thigpen,MIA,RB,0,0,0,0,0,1,4,0,0,0.4
277,13172,Evan Royster,WAS,RB,0,0,0,0,0,1,3,0,0,0.3
278,15328,Skye Dawson,TB,WR,0,0,0,0,0,1,3,0,0,0.3
279,15371,MarQueis Gray,CLE,RB,0,0,0,0,0,1,3,0,0,0.3
280,1614,Visanthe Shiancoe,TEN,TE,0,0,0,0,0,2,2,0,0,0.2
281,12343,Brandon Stokley,BAL,WR,0,0,0,0,0,1,2,0,0,0.2
282,3312,LeRon McClain,SD,FB,0,0,0,1,0,0,0,0,0,0.1
283,3,Craig Stevens,TEN,TE,0,0,0,0,0,0,0,0,0,0
284,127,Jeremy Zuttah,TB,C,0,0,0,0,0,0,0,0,0,0
285,172,Michael Roos,TEN,LT,0,0,0,0,0,0,0,0,0,0
286,244,Dallas Clark,BAL,TE,0,0,0,0,0,0,0,0,0,0
287,423,Ryan Kalil,CAR,C,0,0,0,0,0,0,0,0,0,0
288,558,Gosder Cherilus,IND,RT,0,0,0,0,0,0,0,0,0,0
289,733,Jerome Felton,MIN,FB,0,0,0,0,0,0,0,0,0,0
290,805,D'Brickashaw Ferguson,NYJ,LT,0,0,0,0,0,0,0,0,0,0
291,992,Kyle Cook,CIN,C,0,0,0,0,0,0,0,0,0,0
292,1034,Matt Hasselbeck,IND,QB,0,0,0,0,0,0,0,0,0,0
293,1066,Chris Chester,WAS,RG,0,0,0,0,0,0,0,0,0,0
294,1106,Nate Garner,MIA,LG,0,0,0,0,0,0,0,0,0,0
295,1185,David Garrard,NYJ,QB,0,0,0,0,0,0,0,0,0,0
296,1215,Dan Connolly,NE,RG,0,0,0,0,0,0,0,0,0,0
297,1362,Jackie Battle,TEN,RB,0,0,0,0,0,0,0,0,0,0
298,1482,Jordan Palmer,CHI,QB,0,0,0,0,0,0,0,0,0,0
299,1507,Scott Wells,STL,C,0,0,0,0,0,0,0,0,0,0
300,1545,Anthony Fasano,KC,TE,0,0,0,0,0,0,0,0,0,0
